,electricity,natural_gas,fuel_oil,vehicle_miles,housing_fp,county_total_fp
564,11276.0,55429.0,5,20448,16.0,18985332
565,13496.0,60373.0,19,27515,18.5,1016616
566,12046.0,36867.0,35,27522,15.7,279412
567,12246.0,56195.0,32,25745,17.3,822839
568,10336.0,42894.0,6,21452,14.3,2280583
569,11815.0,45656.0,51,26371,16.5,830005
570,12500.0,42872.0,30,31691,16.6,1664901
571,13809.0,56478.0,16,29069,18.5,263502
572,12302.0,46867.0,17,28066,16.5,985945
573,12289.0,35836.0,69,30579,16.4,113598
574,11517.0,38508.0,26,26734,15.3,404018
575,11779.0,32330.0,29,29115,15.2,505134
576,12193.0,42160.0,22,27144,16.1,362603
577,12583.0,46482.0,5,26971,16.5,404461
578,12041.0,38297.0,27,29346,15.7,283458
579,13691.0,67894.0,3,28346,18.9,3266211
580,13832.0,46656.0,12,29693,17.7,568772
581,12341.0,47010.0,23,28310,16.7,322748
582,11609.0,35927.0,48,28508,15.6,778253
583,11538.0,47604.0,34,27569,16.2,624267
584,12816.0,39430.0,42,31647,16.8,711698
585,11752.0,45857.0,47,29334,16.4,385367
586,11505.0,34473.0,22,28510,15.0,581447
587,12104.0,44489.0,41,28472,16.5,903069
588,14426.0,45548.0,6,30982,18.1,495908
589,13129.0,59158.0,11,27477,17.9,508273
590,12340.0,49210.0,26,23206,16.8,915550
591,12008.0,43699.0,41,27408,16.3,460187
592,11161.0,28372.0,57,27353,14.7,204305
593,11026.0,50037.0,8,22547,15.4,2820943
594,12776.0,51699.0,37,30630,17.6,366909
595,11457.0,25712.0,197,29961,16.7,166214
596,12281.0,50454.0,1,21827,16.4,3771583
597,11444.0,46244.0,18,26394,15.7,364979
598,11172.0,49734.0,26,21725,15.7,2102412
599,12244.0,53945.0,30,27041,17.2,760448
600,12650.0,41560.0,29,30674,16.7,134948
601,14535.0,49374.0,6,31062,18.5,1229892
602,11706.0,31966.0,38,29402,15.2,550557
603,10959.0,48431.0,79,23253,16.3,1504551
604,12546.0,51424.0,39,29670,17.4,609863
605,13045.0,57964.0,13,25199,17.8,732658
606,12684.0,47328.0,19,29923,17.0,763137
607,11691.0,53824.0,15,26635,17.3,162122
608,10832.0,48335.0,27,26834,16.3,97478
609,9680.0,41029.0,57,24558,15.0,352352
610,9655.0,44011.0,1,24034,14.6,312611
611,11626.0,55953.0,35,26560,17.6,147770
612,11587.0,51120.0,56,30981,17.5,568067
613,10254.0,61169.0,6,23039,7.2,1047376
614,10995.0,60383.0,4,27471,16.8,550681
615,11472.0,57338.0,25,28774,17.4,536672
616,11275.0,51822.0,28,27282,16.9,486507
617,10848.0,60674.0,16,23997,16.9,420696
618,11464.0,54539.0,22,29961,17.2,374578
619,11192.0,54942.0,20,25362,16.9,275403
620,11097.0,53976.0,25,25825,16.9,483921
621,11024.0,59656.0,4,25916,16.9,347402
622,11639.0,53227.0,39,30141,17.5,385143
623,10225.0,63684.0,3,21965,16.3,1034975
624,10773.0,55274.0,22,25975,16.6,293111
625,10973.0,51177.0,47,28487,16.9,301772
626,10025.0,42338.0,17,27146,14.9,185030
627,10192.0,55823.0,11,24369,15.9,373550
628,10737.0,48116.0,43,26212,16.4,438496
629,10499.0,57023.0,32,24411,16.5,1080700
630,10492.0,44062.0,48,26132,16.0,348384
631,11776.0,53888.0,9,30787,17.2,825012
632,10530.0,37189.0,13,28177,15.7,188551
633,10316.0,41588.0,7,24203,15.0,181006
634,10972.0,50513.0,17,28239,16.4,380544
635,10905.0,58808.0,3,22917,16.6,911383
636,10224.0,55913.0,4,19762,15.8,530742
637,10559.0,58473.0,33,23496,16.7,1886655
638,10386.0,61068.0,22,25394,16.6,247085
639,10578.0,50436.0,45,25168,16.4,457914
640,10761.0,58916.0,22,26883,16.8,374598
641,10567.0,53696.0,53,25745,16.7,210696
642,11555.0,47548.0,30,28522,17.1,184637
643,10707.0,53762.0,25,26083,16.5,234121
644,11844.0,56957.0,29,28127,17.8,264216
645,11475.0,52836.0,17,27635,17.0,296366
646,10945.0,58707.0,9,26181,16.8,360023
647,11207.0,57389.0,24,28515,17.2,255493
648,10966.0,55877.0,25,26629,16.9,470384
649,11004.0,46045.0,24,30066,16.2,362830
650,11121.0,47066.0,5,26455,16.7,452150
651,10003.0,40699.0,56,28214,15.4,254856
652,10838.0,51413.0,22,27500,16.5,258392
653,11738.0,54470.0,39,26380,17.7,180594
654,11937.0,52776.0,42,29160,17.8,362258
655,10255.0,49501.0,56,26873,16.1,441335
656,10907.0,54049.0,10,26714,16.4,796952
657,10252.0,51682.0,7,23102,16.3,337492
658,10142.0,52621.0,4,21870,15.4,2159271
659,10446.0,45660.0,33,27918,15.8,401809
660,10883.0,43385.0,40,29524,16.2,286526
661,10844.0,52228.0,57,26533,17.0,376749
662,10518.0,49648.0,8,23946,15.8,808620
663,11269.0,60747.0,5,24540,17.1,4318652
664,11543.0,47787.0,7,28903,16.5,277945
665,9853.0,45935.0,12,26698,15.0,210834
666,11742.0,50802.0,56,30366,17.7,265983
667,11185.0,49003.0,7,32453,16.3,315634
668,10638.0,55020.0,10,25529,16.2,459453
669,11462.0,54979.0,6,28006,16.9,701946
670,10531.0,57542.0,11,24759,16.4,829360
671,11847.0,49682.0,13,30447,17.1,319470
672,10662.0,53386.0,31,27559,16.6,218659
673,10506.0,44705.0,67,25633,16.2,224545
674,10227.0,50333.0,2,27862,16.1,175723
675,10728.0,54619.0,18,24373,16.4,271978
676,10969.0,59022.0,4,25820,16.7,925763
677,10622.0,49545.0,58,26476,16.6,151074
678,10633.0,54584.0,18,24287,16.4,364260
679,10616.0,53601.0,19,25668,16.3,241880
680,11733.0,53032.0,26,29019,17.5,524125
681,11253.0,51199.0,48,26095,17.2,189328
682,10830.0,59606.0,1,22628,16.5,8223840
683,11349.0,60079.0,3,24452,17.1,1873970
684,10076.0,45274.0,25,23957,15.3,428251
685,9843.0,35700.0,42,25815,14.6,124719
686,10938.0,48711.0,47,25477,16.7,264260
687,11345.0,64062.0,2,23353,17.4,3428295
688,11295.0,52575.0,29,27947,17.1,257466
689,11882.0,55039.0,26,27292,17.7,614333
690,10376.0,54413.0,4,23853,15.9,1572076
691,10860.0,50943.0,46,28470,16.8,414535
692,10604.0,42752.0,31,28757,16.1,179920
693,10394.0,53830.0,11,25281,15.9,283547
694,9998.0,33331.0,15,27232,15.0,181032
695,10206.0,57558.0,3,23273,15.8,760897
696,11600.0,49905.0,6,31134,16.8,871433
697,11223.0,51091.0,10,27483,16.7,505136
698,10451.0,45646.0,12,25547,15.9,165329
699,10639.0,63982.0,3,23780,16.7,839039
700,10830.0,52251.0,32,26682,16.6,293428
701,10343.0,46942.0,36,25882,15.9,402122
702,10835.0,59348.0,9,23148,16.6,2135690
703,11212.0,58504.0,7,28643,17.0,182204
704,10533.0,55204.0,17,25352,16.3,337898
705,12786.0,49943.0,0,23683,19.0,330032
706,12878.0,43742.0,,27188,18.7,208972
707,12515.0,53356.0,3,23477,19.0,343818
708,14786.0,53739.0,,24571,19.7,143802
709,12998.0,56298.0,1,22782,19.6,674584
710,12472.0,46331.0,2,23605,18.5,360294
711,12297.0,52844.0,8,23282,18.9,249341
712,13986.0,46059.0,1,28790,20.0,1366995
713,12620.0,47435.0,3,26275,18.7,70345
714,13606.0,50881.0,,24765,19.9,104969
715,12281.0,43607.0,1,23337,18.0,488197
716,13052.0,61418.0,4,24312,20.2,84222
717,14485.0,56700.0,,26557,21.2,62544
718,12638.0,51794.0,8,25779,19.2,209843
719,12729.0,55363.0,2,23626,19.4,260152
720,12835.0,43823.0,5,29100,18.7,221403
721,13263.0,51276.0,,23430,19.6,56850
722,12876.0,49224.0,0,23377,19.0,810648
723,12134.0,46296.0,,21751,18.0,853084
724,12551.0,54036.0,,24091,19.1,92663
725,13435.0,51382.0,2,26441,19.8,487326
726,12426.0,45157.0,9,25607,18.4,177516
727,11770.0,47766.0,1,21884,17.8,2000716
728,13920.0,56110.0,1,24368,20.6,93759
729,12973.0,50435.0,3,23643,19.3,88384
730,12124.0,50625.0,0,22303,18.4,605258
731,13501.0,58323.0,4,24564,20.4,147669
732,13064.0,55962.0,,23618,19.6,759536
733,12441.0,56792.0,1,22983,19.1,624330
734,13004.0,47886.0,1,27515,19.1,582857
735,11095.0,45498.0,2,19323,17.0,621755
736,14471.0,55354.0,4,28411,21.5,84825
737,13285.0,57030.0,,24614,20.1,74429
738,13415.0,56504.0,,25370,20.1,170782
739,15607.0,56930.0,1,29974,22.5,147099
740,13724.0,57163.0,3,26888,20.5,37869
741,11866.0,42866.0,5,23858,17.6,231906
742,13239.0,55684.0,,26165,19.9,67283
743,13909.0,53013.0,,23666,20.3,166881
744,12985.0,48892.0,2,25390,19.2,763463
745,15180.0,57321.0,,26568,21.9,92720
746,13473.0,48853.0,3,28207,19.7,47006
747,12371.0,39334.0,2,31594,18.0,293380
748,13621.0,40936.0,2,32509,19.3,454860
749,12692.0,54451.0,4,23563,19.3,101223
750,15219.0,57100.0,0,25228,22.2,11416498
751,15196.0,60994.0,,28325,22.2,96888
752,13247.0,48453.0,4,27946,19.5,201488
753,14134.0,54763.0,1,23376,20.8,88052
754,12663.0,48903.0,1,22918,18.8,519613
755,14047.0,58695.0,,26726,21.0,59498
756,13377.0,51581.0,1,25695,19.8,1314890
757,13319.0,51418.0,7,25237,19.8,93771
758,12528.0,36267.0,1,27188,17.8,245411
759,14297.0,60603.0,1,27770,21.4,87853
760,11462.0,44812.0,1,21593,17.3,725300
761,14022.0,51541.0,4,25645,20.5,323204
762,12679.0,54624.0,1,25365,19.3,268646
763,14799.0,57310.0,,26867,21.6,114786
764,13322.0,40869.0,1,30729,19.0,604912
765,12444.0,55799.0,4,24322,19.2,183356
766,12969.0,49821.0,0,21191,19.2,875943
767,12956.0,48144.0,3,23407,19.1,160387
768,14429.0,54795.0,,25782,21.0,84025
769,13510.0,52081.0,5,26787,20.1,241325
770,12808.0,49829.0,1,24879,19.0,390099
771,12674.0,45396.0,7,27537,18.8,102516
772,11913.0,57604.0,4,22299,18.8,132370
773,13637.0,44736.0,1,30905,19.6,415753
774,13199.0,55856.0,1,22568,19.9,120586
775,13524.0,43239.0,12,29143,19.5,146714
776,12877.0,54854.0,5,23802,19.6,160491
777,12708.0,59138.0,1,24644,19.6,163079
778,13852.0,49477.0,2,29466,20.1,398813
779,13578.0,56820.0,2,22296,20.4,231553
780,12337.0,53767.0,5,24181,18.9,76964
781,12868.0,52932.0,1,22679,19.3,1426691
782,13200.0,54061.0,3,23684,19.8,152289
783,13447.0,57709.0,1,24270,20.3,260468
784,10976.0,42152.0,1,21511,16.6,1105512
785,13964.0,59439.0,,24407,20.9,148013
786,13735.0,56675.0,1,24309,20.5,102379
787,12773.0,57723.0,1,23332,19.6,202698
788,12450.0,51419.0,1,21979,18.8,1162716
789,13323.0,60945.0,,26453,20.4,130547
790,13149.0,50151.0,0,21975,19.4,10323685
791,12681.0,51208.0,,21785,18.9,422052
792,12575.0,51254.0,1,22462,18.9,3934612
793,14434.0,59963.0,3,26616,21.6,61200
794,12187.0,61252.0,0,25629,19.2,167307
795,13228.0,55416.0,1,24932,19.9,119761
796,14283.0,54607.0,4,23779,21.0,126425
797,14342.0,56393.0,,27039,20.9,59935
798,13483.0,56930.0,,25776,20.1,125567
799,14337.0,50136.0,2,28651,20.7,584385
800,13145.0,59652.0,,25788,20.2,196166
801,13742.0,55439.0,,25192,20.5,79116
802,13317.0,41316.0,3,31811,19.1,166684
803,13269.0,53172.0,,30911,19.9,47296
804,13387.0,55541.0,4,24873,20.1,174561
805,13808.0,57718.0,,26930,20.6,62353
806,12958.0,49048.0,1,23973,19.1,234911
807,12562.0,45797.0,4,23245,18.6,95112
808,12479.0,59163.0,0,19209,19.2,3362432
809,12464.0,28129.0,45,22939,14.5,320088
810,13464.0,28621.0,11,24439,14.9,370939
811,13929.0,35212.0,12,31174,15.7,424429
812,14851.0,35599.0,3,25122,16.3,145277
813,14067.0,37039.0,7,23883,15.9,784877
814,13091.0,32544.0,18,24829,15.0,244183
815,11639.0,30504.0,29,19436,13.8,561327
816,14987.0,39911.0,45,28359,18.2,1994404
817,13295.0,41237.0,35,25015,15.9,400479
818,13631.0,46165.0,6,22561,17.4,1167868
819,14179.0,43844.0,10,22484,16.5,556162
820,13975.0,37103.0,50,28349,16.4,207370
821,11423.0,27423.0,39,21286,14.6,276032
822,14075.0,33111.0,12,25476,15.6,419527
823,15277.0,38501.0,17,30581,17.0,1050594
824,13739.0,29249.0,19,26251,14.9,233963
825,14538.0,39749.0,3,25550,16.3,295849
826,13198.0,33575.0,5,21941,14.9,723260
827,13522.0,47996.0,30,23828,17.4,1920468
828,15249.0,37563.0,4,26431,16.8,121739
829,13093.0,38139.0,34,24438,15.5,245555
830,12280.0,28251.0,15,25046,14.1,558189
831,12094.0,26840.0,40,22311,14.1,276366
832,13327.0,37215.0,4,21193,15.3,1273867
833,14050.0,42852.0,5,26048,16.3,709807
834,12251.0,31847.0,16,20701,14.2,397000
835,11653.0,24066.0,84,21512,14.1,219493
836,13669.0,33089.0,6,24523,15.2,194094
837,12558.0,26407.0,39,22094,14.4,152314
838,15358.0,47953.0,2,24388,17.5,2028050
839,12531.0,23925.0,13,23485,13.9,191680
840,11622.0,24920.0,16,22533,13.3,87050
841,12360.0,33310.0,6,23912,14.3,311582
842,12920.0,44254.0,2,20861,15.4,5548470
843,12702.0,28638.0,19,24802,14.6,290602
844,13559.0,37058.0,10,21046,16.2,840278
845,13213.0,43736.0,8,22215,15.7,1052801
846,14107.0,41121.0,6,20960,16.2,190818
847,13283.0,29632.0,52,26115,15.3,171968
848,13949.0,32787.0,20,27849,15.7,323114
849,12976.0,28119.0,91,28101,15.5,543543
850,14709.0,36991.0,3,24386,16.3,849023
851,12504.0,27780.0,14,22810,14.1,669296
852,13794.0,31924.0,14,24537,15.4,233730
853,13439.0,41774.0,10,24586,16.4,731604
854,16019.0,41012.0,,29557,17.5,190028
855,13469.0,34976.0,17,24652,15.4,2066164
856,10692.0,23046.0,82,19667,13.3,609317
857,13143.0,36271.0,58,26861,15.8,380889
858,13222.0,32128.0,9,23072,14.9,361192
859,14549.0,39641.0,4,23503,16.3,954362
860,14582.0,33217.0,20,29005,16.2,376932
861,14731.0,36971.0,3,24381,16.3,86795
862,14470.0,41489.0,2,23699,16.4,1028826
863,11692.0,23797.0,26,23740,13.4,271322
864,14485.0,51512.0,3,21214,17.1,15623760
865,13777.0,38754.0,8,26193,15.8,752732
866,12666.0,31789.0,21,22466,15.0,460715
867,13738.0,48350.0,28,23514,17.7,3338153
868,13463.0,35429.0,15,21058,16.6,265811
869,13031.0,35600.0,19,20122,15.1,490023
870,13562.0,31704.0,29,27782,15.4,289397
871,12396.0,27614.0,37,23707,14.4,879832
872,12507.0,30820.0,22,23230,15.4,324758
873,11663.0,28081.0,23,22388,13.6,132847
874,11702.0,23900.0,18,22684,14.3,231085
875,11985.0,23800.0,35,21972,13.9,534353
876,12495.0,28510.0,21,24665,14.3,283241
877,12671.0,28456.0,39,25255,14.7,530892
878,13541.0,27625.0,11,26255,14.9,238015
879,14478.0,34670.0,6,25400,16.0,631927
880,14489.0,32399.0,1,20992,15.8,187224
881,12163.0,31320.0,8,23056,14.1,1387652
882,12674.0,30662.0,22,23379,14.6,245855
883,14001.0,34937.0,14,25171,15.8,367637
884,15575.0,38407.0,4,24746,17.1,744865
885,13317.0,34568.0,11,21001,16.4,244245
886,13191.0,43644.0,13,22460,15.8,358439
887,13907.0,29148.0,13,29830,15.3,389920
888,12140.0,27569.0,9,22142,13.7,160352
889,13628.0,36727.0,15,25660,15.7,475381
890,13470.0,29555.0,22,24924,15.1,228181
891,13484.0,29789.0,14,23275,15.0,252956
892,13397.0,38090.0,14,24416,15.5,468143
893,11630.0,26264.0,20,23321,13.5,213590
894,14279.0,35320.0,5,24691,15.9,649496
895,13907.0,29116.0,36,28464,15.6,830300
896,13363.0,33779.0,45,25723,15.6,154810
897,13863.0,32925.0,10,26606,15.4,473699
898,17537.0,42909.0,14,33249,19.3,900508
899,12357.0,23839.0,58,24462,14.3,180075
900,11147.0,24088.0,25,20368,12.9,93562
901,14148.0,32001.0,84,30557,16.6,313756
902,12292.0,28896.0,17,21520,15.2,638495
903,12712.0,29504.0,16,22062,15.1,1351565
904,13157.0,36497.0,16,24165,15.2,259427
905,11907.0,27686.0,49,22466,14.1,1290294
906,13669.0,36315.0,39,27039,16.0,51305
907,11503.0,22936.0,108,23566,14.2,296827
908,12443.0,32598.0,8,22962,14.3,416971
909,11448.0,22444.0,88,20921,13.9,367424
910,13726.0,36178.0,11,26988,15.6,721687
911,15178.0,39046.0,14,28481,17.0,666527
912,14796.0,39895.0,13,24521,16.7,348239
913,15096.0,26272.0,12,33664,16.1,257297
914,13624.0,37602.0,19,22836,15.7,511136
915,14383.0,30538.0,11,24445,15.7,228996
916,13639.0,29559.0,8,24327,15.0,330345
917,13884.0,28602.0,52,29018,15.8,178097
918,14759.0,37581.0,9,26926,16.5,336144
919,14153.0,37323.0,4,23515,15.9,2001246
920,14372.0,34901.0,13,26433,16.2,220551
921,10830.0,23271.0,56,21546,13.0,371334
922,14900.0,38937.0,7,26919,16.6,336439
923,12549.0,36298.0,16,21235,14.7,933576
924,11811.0,27919.0,26,23619,13.7,186277
925,14981.0,43033.0,11,28243,17.2,521280
926,6414.0,25197.0,644,22699,14.9,2186888
927,6340.0,21662.0,665,21834,14.9,1710321
928,6918.0,26522.0,619,23233,15.0,6166775
929,6759.0,22085.0,590,22491,14.2,864463
930,6942.0,21790.0,595,20499,14.3,1441684
931,6511.0,21688.0,666,22292,15.0,2670251
932,6666.0,21347.0,636,21443,14.8,983416
933,7348.0,20892.0,654,22912,15.2,998849
934,6841.0,21686.0,610,22509,14.5,1501790
935,6353.0,21680.0,668,22542,15.0,3192173
936,6630.0,22161.0,591,19567,14.1,524075
937,6916.0,21627.0,634,25151,14.9,832890
938,6568.0,21856.0,620,22572,14.5,1286976
939,6989.0,21695.0,606,23720,14.5,896149
940,6423.0,21908.0,641,19173,14.6,899931
941,6978.0,21655.0,661,24066,15.2,4716223
942,10656.0,54114.0,122,21697,16.9,1615484
943,12861.0,42100.0,150,27763,14.5,12011451
944,11945.0,50708.0,110,22545,14.0,14926687
945,14129.0,26823.0,187,35526,14.7,1769983
946,11745.0,23852.0,275,27796,14.1,634543
947,13125.0,32304.0,269,33910,16.1,3270690
948,11915.0,28745.0,260,28000,14.3,1859217
949,13741.0,32942.0,224,32226,15.3,2587507
950,10842.0,27670.0,296,22091,14.0,659885
951,12637.0,35746.0,169,32460,18.3,4754501
952,10665.0,29267.0,302,21542,17.3,777077
953,12996.0,39937.0,169,29421,14.7,4706489
954,13581.0,44306.0,95,29446,14.5,7184525
955,11275.0,23543.0,271,23517,13.7,529152
956,13720.0,54138.0,55,25424,14.9,19447750
957,10345.0,25048.0,242,20317,12.9,401004
958,11812.0,28638.0,201,23537,13.6,791340
959,10666.0,32077.0,262,24827,17.2,2756963
960,11428.0,30776.0,187,23119,13.2,1602175
961,10989.0,28140.0,156,20148,12.4,2132480
962,8014.0,44145.0,315,19853,12.9,6750837
963,6972.0,40389.0,415,20225,13.5,2969608
964,7743.0,48068.0,289,23132,12.7,10396406
965,7379.0,22772.0,405,16406,12.4,630063
966,7656.0,48491.0,327,22986,13.2,14397783
967,6795.0,28304.0,496,24233,13.6,1524780
968,7064.0,47186.0,295,20602,12.4,8392343
969,6886.0,34919.0,377,23527,12.6,2798346
970,7833.0,50087.0,320,23704,13.3,30345982
971,7165.0,24744.0,365,14941,11.9,399510
972,8230.0,45599.0,371,24911,13.9,13879081
973,8360.0,42086.0,407,26450,14.2,9786286
974,5920.0,46444.0,228,13228,10.8,11178861
975,7313.0,37748.0,428,24407,13.6,15035469
976,9703.0,38552.0,46,19458,14.7,428515
977,10083.0,51793.0,36,20777,15.4,291921
978,12184.0,53735.0,60,29246,18.4,2161549
979,10380.0,61727.0,49,22058,17.0,793281
980,10505.0,42561.0,36,20520,15.7,657708
981,9936.0,40403.0,50,22681,15.1,521993
982,9995.0,52872.0,60,21570,15.7,190202
983,11917.0,49916.0,64,29958,18.0,1113592
984,11131.0,73319.0,18,24295,18.1,2370983
985,10452.0,43039.0,53,21107,15.9,474542
986,10990.0,59544.0,46,22647,16.6,3906491
987,11404.0,52481.0,71,23841,17.7,1051540
988,11128.0,69857.0,31,23003,18.0,3044854
989,11412.0,49420.0,55,24686,17.0,1081370
990,10643.0,52072.0,30,21886,16.5,789040
991,10712.0,59467.0,19,20872,16.8,671357
992,9321.0,54630.0,60,19822,14.9,903247
993,9503.0,43883.0,24,20160,14.6,1030367
994,12607.0,57965.0,79,33007,19.4,1199301
995,9810.0,47995.0,10,19121,15.0,390312
996,9948.0,59416.0,47,22911,15.9,962398
997,10066.0,67552.0,37,22500,16.2,664414
998,11532.0,59375.0,51,28501,18.1,5998159
999,10589.0,53049.0,29,20486,16.4,970248
1000,11542.0,72648.0,10,24087,18.3,10186868
1001,9900.0,43687.0,25,20945,15.0,780161
1002,9084.0,52430.0,133,18637,16.0,481871
1003,11473.0,62406.0,35,24423,17.9,2012615
1004,11072.0,57213.0,42,26780,17.4,875679
1005,11192.0,48203.0,59,26450,17.1,1026970
1006,9295.0,53781.0,111,20216,15.9,822594
1007,11080.0,55421.0,68,23217,17.5,1039767
1008,10521.0,66059.0,18,22671,17.0,6822566
1009,11428.0,54446.0,68,29756,17.9,1276438
1010,10000.0,58051.0,23,18653,16.0,942475
1011,9590.0,59114.0,51,19491,15.3,363213
1012,10283.0,52349.0,23,24041,15.9,1139705
1013,11723.0,67614.0,24,25272,18.4,3465524
1014,10984.0,66642.0,24,23594,17.5,5102079
1015,9705.0,39245.0,38,21611,14.7,502305
1016,11857.0,75464.0,13,24292,18.9,12683443
1017,8168.0,12883.0,282,17530,14.3,80517
1018,8468.0,29328.0,42,15518,12.8,471156
1019,12608.0,55184.0,53,32949,18.8,1959955
1020,10958.0,40744.0,104,22667,16.9,547934
1021,12240.0,66353.0,38,27564,19.0,2293585
1022,13288.0,65679.0,33,32805,19.9,3278446
1023,9257.0,49279.0,59,19968,14.4,174357
1024,8748.0,34650.0,75,18768,12.7,329543
1025,11969.0,74029.0,3,25728,18.7,18241429
1026,9905.0,47311.0,66,21144,15.9,676493
1027,9774.0,60266.0,50,22007,15.9,1554323
1028,10514.0,53323.0,39,21039,16.5,744811
1029,10266.0,48817.0,38,22609,15.9,917601
1030,9868.0,56491.0,48,22487,15.7,605690
1031,11566.0,67337.0,18,26570,18.2,1829987
1032,10170.0,41252.0,55,21985,15.5,365793
1033,12802.0,69913.0,19,29641,19.5,3537103
1034,11136.0,49675.0,49,26437,16.9,1435024
1035,9972.0,49770.0,45,18205,15.6,492560
1036,11289.0,71846.0,17,23720,18.2,3638529
1037,10357.0,42145.0,56,25406,15.8,1051073
1038,12608.0,77350.0,6,27035,19.7,30081781
1039,10387.0,38246.0,73,23136,15.7,780594
1040,9453.0,38939.0,41,19520,14.4,639514
1041,9256.0,40434.0,124,20548,15.0,228959
1042,9801.0,37677.0,59,22101,15.0,709090
1043,9078.0,36219.0,42,18347,13.8,266795
1044,10564.0,47502.0,32,21607,16.0,694580
1045,12861.0,71302.0,19,27946,19.7,5372140
1046,10052.0,50229.0,59,21493,16.0,498212
1047,9864.0,56496.0,7,17002,15.5,1071258
1048,11338.0,70874.0,21,23880,18.2,4477518
1049,11012.0,46346.0,80,26748,17.0,1122365
1050,9036.0,43825.0,55,19918,13.9,251069
1051,11581.0,57036.0,61,29528,18.1,1678217
1052,11334.0,46410.0,69,29693,17.2,1331414
1053,11339.0,47936.0,70,25557,17.2,1896553
1054,10794.0,65590.0,13,22946,17.1,6689771
1055,11507.0,83991.0,3,19839,19.0,43176369
1056,10491.0,50772.0,35,23076,16.2,788899
1057,8936.0,26869.0,76,17609,13.5,533626
1058,13486.0,73157.0,11,27966,20.2,28461565
1059,9844.0,34562.0,80,20786,15.0,838589
1060,9474.0,36069.0,59,21568,14.4,786226
1061,11021.0,49362.0,48,27024,16.6,1926470
1062,10217.0,31645.0,110,20984,15.6,156018
1063,11047.0,57682.0,24,23190,16.9,1388564
1064,11818.0,60835.0,61,24752,18.5,630076
1065,9718.0,35107.0,141,25269,15.6,756972
1066,14222.0,67608.0,32,29856,20.9,1534530
1067,8976.0,24685.0,74,17921,13.3,805494
1068,10670.0,42883.0,130,24790,17.1,275975
1069,13340.0,60075.0,30,32274,19.3,1147748
1070,9965.0,40922.0,97,23587,15.8,981547
1071,9169.0,23982.0,132,23462,14.3,208007
1072,8070.0,20268.0,83,17261,12.2,189690
1073,11342.0,54902.0,68,23175,17.7,268260
1074,10953.0,51471.0,37,20562,16.6,1706651
1075,13368.0,71846.0,5,26683,19.9,22757833
1076,13052.0,58480.0,28,30646,19.1,394438
1077,10445.0,42027.0,59,21323,15.8,847921
1078,11277.0,48648.0,92,25411,17.6,390723
1079,12113.0,53585.0,45,27055,18.1,502702
1080,11156.0,61529.0,34,23835,17.4,669378
1081,12084.0,56203.0,48,28598,18.3,1031524
1082,9680.0,16244.0,223,24378,15.5,163594
1083,11636.0,72192.0,6,21483,18.2,28636397
1084,11521.0,48255.0,82,26433,17.6,457534
1085,9231.0,28423.0,78,19650,13.9,507293
1086,11324.0,42171.0,50,31109,16.6,622681
1087,9577.0,33426.0,132,21662,15.2,1139894
1088,11305.0,49511.0,86,25354,17.6,234466
1089,9969.0,38902.0,41,27117,14.8,277980
1090,10827.0,46857.0,65,23105,16.6,913848
1091,9632.0,25724.0,180,23134,15.5,133850
1092,9599.0,47152.0,69,20640,15.3,362885
1093,9915.0,45650.0,100,22505,15.9,293402
1094,12263.0,59783.0,24,26639,18.3,509104
1095,10528.0,31575.0,157,24328,16.5,142923
1096,10626.0,41391.0,73,24391,16.2,559262
1097,8647.0,15877.0,223,21758,14.4,90201
1098,10116.0,31316.0,135,25688,15.8,233625
1099,11324.0,59330.0,31,23300,17.5,490000
1100,11311.0,44382.0,70,25793,17.0,510870
1101,11045.0,41500.0,56,27172,16.3,692990
1102,10918.0,38724.0,116,25898,16.8,768645
1103,11183.0,64170.0,15,24045,17.4,835013
1104,10501.0,26036.0,193,25472,16.6,199875
1105,11966.0,60686.0,31,25063,18.2,1428973
1106,10696.0,48423.0,63,24435,16.6,410770
1107,10291.0,27435.0,186,25016,16.4,167049
1108,12067.0,65587.0,11,23518,18.4,2634453
1109,10027.0,37615.0,99,21268,15.6,1487183
1110,9550.0,43366.0,61,23591,15.1,292843
1111,9649.0,36749.0,48,22334,14.4,770529
1112,10523.0,42868.0,117,23891,16.7,213464
1113,9846.0,38886.0,121,23558,15.8,682632
1114,10833.0,43681.0,79,22351,16.5,265442
1115,10466.0,67799.0,9,19498,16.8,14569888
1116,9236.0,16488.0,189,26499,14.7,96501
1117,10914.0,40552.0,123,25043,17.1,383170
1118,11848.0,47391.0,116,26032,18.3,395076
1119,11960.0,61339.0,17,25910,18.1,1167155
1120,10867.0,46914.0,56,25753,16.6,228940
1121,9960.0,31781.0,65,25979,14.7,383144
1122,14808.0,71546.0,12,30742,21.4,2140270
1123,14370.0,61008.0,22,33494,20.4,1387033
1124,12046.0,48964.0,132,28812,18.7,309568
1125,11563.0,51195.0,53,25066,17.4,3064683
1126,11967.0,66129.0,22,26378,18.5,746156
1127,10764.0,47006.0,97,23729,17.0,208556
1128,10367.0,45297.0,103,24527,16.6,250185
1129,10369.0,39361.0,103,23511,16.1,510114
1130,9539.0,17100.0,204,22272,15.2,81145
1131,11567.0,49154.0,46,27703,17.3,542163
1132,9800.0,35681.0,114,23378,15.5,352907
1133,12095.0,59477.0,35,27371,18.3,420112
1134,14370.0,74543.0,16,28899,21.3,21784567
