,electricity,natural_gas,fuel_oil,vehicle_miles,housing_fp,county_total_fp
1686,10817.0,23136.0,39,22171,12.8,110142
1687,15005.0,36330.0,6,23571,16.5,538309
1688,14483.0,42025.0,0,21053,15.5,463877
1689,13055.0,34209.0,1,20324,14.7,228362
1690,13206.0,30195.0,2,27145,14.7,449203
1691,14000.0,36314.0,2,25951,15.7,493372
1692,13414.0,31134.0,1,25270,14.9,273471
1693,12377.0,35100.0,,18510,14.3,186414
1694,14491.0,38469.0,2,25965,16.2,494054
1695,13201.0,26323.0,7,22805,14.3,233756
1696,12882.0,30924.0,2,22161,12.0,930180
1697,13742.0,41799.0,1,18648,15.5,1108019
1698,12938.0,29323.0,1,22328,14.2,349258
1699,13199.0,31115.0,2,25878,14.8,243452
1700,13298.0,29053.0,2,18457,13.5,205162
1701,13083.0,33546.0,0,23448,14.8,375897
1702,12253.0,29605.0,1,22672,13.9,352137
1703,13634.0,36357.0,1,21544,15.1,464380
1704,10329.0,37935.0,7,20044,15.3,478490
1705,12228.0,35971.0,11,27884,17.3,265885
1706,12244.0,42101.0,23,23642,17.8,150747
1707,12162.0,44265.0,2,22219,17.6,514876
1708,12058.0,33300.0,1,22162,16.5,825788
1709,13014.0,39187.0,5,25237,18.1,286317
1710,12970.0,37793.0,3,26863,17.9,421517
1711,10443.0,23765.0,3,18494,14.4,561790
1712,11862.0,28187.0,1,25751,16.1,247003
1713,12179.0,41607.0,1,21205,17.4,2832556
1714,12337.0,53064.0,2,21029,18.7,1904410
1715,11496.0,33660.0,0,19922,16.1,808980
1716,10871.0,26606.0,13,25241,15.2,225735
1717,12264.0,34200.0,2,25184,17.0,812231
1718,11027.0,23531.0,1,17412,15.0,1385787
1719,12220.0,38617.0,0,22110,17.2,1439051
1720,12109.0,43033.0,5,24649,17.9,250011
1721,10598.0,24827.0,2,22468,14.7,151210
1722,14508.0,45449.0,1,28550,20.2,1792838
1723,12142.0,35815.0,1,22164,16.9,321852
1724,12364.0,36075.0,13,24131,17.9,185784
1725,13055.0,34738.0,1,26023,17.8,1191917
1726,12089.0,37760.0,10,25575,17.1,157068
1727,14307.0,52133.0,1,24607,20.4,15282226
1728,13558.0,43916.0,2,26150,19.0,458782
1729,12572.0,39525.0,1,23206,17.8,1560616
1730,12588.0,42299.0,2,24789,17.9,343812
1731,11030.0,26813.0,7,23415,15.3,477968
1732,12352.0,32703.0,2,26012,17.0,186406
1733,11029.0,24439.0,2,24463,15.1,347012
1734,11491.0,28364.0,18,23165,16.1,179154
1735,11042.0,27844.0,32,22697,15.7,320210
1736,11097.0,28416.0,2,24107,15.4,224698
1737,13017.0,38939.0,0,19853,17.9,685440
1738,11867.0,25947.0,39,27255,16.5,2250322
1739,11019.0,26835.0,36,23918,15.7,423567
1740,12207.0,39256.0,14,24233,17.5,165353
1741,12768.0,42546.0,1,20873,18.0,5162811
1742,10786.0,40462.0,7,21381,16.0,232670
1743,11133.0,37035.0,9,23809,16.2,216585
1744,11849.0,37205.0,2,23885,16.8,558816
1745,10298.0,24207.0,2,20187,14.3,228071
1746,11889.0,37671.0,15,22786,17.1,140048
1747,12511.0,43879.0,4,24032,18.1,211172
1748,11174.0,28620.0,8,22495,15.6,804214
1749,11285.0,30868.0,5,22362,15.8,245162
1750,13386.0,57446.0,1,20263,20.1,19056273
1751,12856.0,42154.0,1,21274,18.4,2583658
1752,12698.0,33899.0,9,27876,17.5,3750377
1753,12314.0,40326.0,1,24379,17.4,948709
1754,11607.0,35909.0,16,22025,16.7,107598
1755,10783.0,23772.0,18,22582,15.0,704324
1756,12958.0,44078.0,4,26865,18.5,764543
1757,12504.0,35378.0,0,24638,17.3,721721
1758,12714.0,41081.0,4,23585,17.9,242942
1759,12298.0,29907.0,7,28229,16.8,827246
1760,12177.0,42928.0,4,23360,17.5,346235
1761,11702.0,43941.0,10,22609,17.2,313934
1762,11473.0,36733.0,7,23149,16.5,369584
1763,11293.0,31516.0,2,22516,15.8,272561
1764,10876.0,23845.0,16,25506,15.1,150997
1765,12190.0,48099.0,3,21314,17.9,636791
1766,11304.0,38089.0,6,22422,16.2,88284
1767,11312.0,28004.0,4,23123,15.7,475411
1768,12287.0,40433.0,1,19575,17.3,276899
1769,12895.0,41347.0,0,25838,18.1,307726
1770,12823.0,39558.0,4,23647,17.9,251546
1771,12477.0,34959.0,5,25505,17.3,318562
1772,11705.0,28719.0,1,19145,16.0,651713
1773,12940.0,36236.0,1,20011,17.7,373940
1774,12768.0,34221.0,1,24260,17.5,782586
1775,10962.0,36195.0,10,23213,16.0,427355
1776,10425.0,24568.0,15,21937,14.7,203375
1777,12005.0,24274.0,16,29485,16.3,287654
1778,10999.0,25007.0,0,23821,15.1,193122
1779,12787.0,42100.0,0,18045,17.9,390127
1780,12626.0,35172.0,14,25207,17.6,389994
1781,12351.0,44097.0,2,22166,17.7,827541
1782,10581.0,28436.0,15,20921,15.1,821303
1783,11810.0,39961.0,3,23576,16.9,365086
1784,14266.0,48918.0,2,26297,20.4,14718356
1785,10942.0,23965.0,3,23928,15.0,534651
1786,10974.0,29293.0,4,21761,15.4,809292
1787,11398.0,38407.0,6,22087,16.4,131571
1788,12723.0,35689.0,5,25504,17.6,163716
1789,12029.0,42757.0,1,21574,17.3,546548
1790,13152.0,39919.0,3,29343,18.3,457775
1791,10562.0,24343.0,9,21947,14.7,151948
1792,11455.0,29593.0,0,21527,15.8,293992
1793,13027.0,48380.0,7,22246,19.2,515988
1794,11350.0,34555.0,6,24991,16.2,88687
1795,12001.0,39285.0,18,24902,17.3,115391
1796,12431.0,38091.0,2,21802,17.4,894497
1797,10541.0,25060.0,5,22298,14.7,145853
1798,11642.0,32950.0,11,24478,16.5,174173
1799,12571.0,36263.0,0,22270,17.4,643988
1800,11467.0,25555.0,1,21586,15.4,645789
1801,11034.0,34580.0,8,23618,15.9,165213
1802,9939.0,22824.0,3,19303,13.9,889373
1803,10821.0,25439.0,2,23315,15.0,473148
1804,12469.0,36851.0,1,23578,17.4,415914
1805,12191.0,27251.0,10,26842,16.6,574448
1806,11048.0,27488.0,3,23985,15.3,412456
1807,10650.0,28300.0,0,20796,14.9,366252
1808,12471.0,28477.0,8,26757,16.9,714334
1809,11208.0,35670.0,26,24211,16.5,60981
1810,11345.0,28872.0,2,24033,15.7,431443
1811,8165.0,47368.0,8,25672,9.8,199158
1812,8605.0,42756.0,10,23939,10.0,196490
1813,9042.0,51005.0,10,24999,10.4,125625
1814,8291.0,31895.0,62,29762,9.5,85283
1815,9615.0,54222.0,3,27117,10.8,242498
1816,8084.0,26764.0,13,27366,11.0,36236
1817,9166.0,66614.0,6,24011,11.5,1566708
1818,9411.0,48876.0,82,29523,11.5,117446
1819,9367.0,63997.0,,26417,15.4,262890
1820,7918.0,23256.0,202,24410,10.8,47631
1821,10136.0,66754.0,11,27078,16.6,212720
1822,8121.0,62750.0,7,21353,10.6,206749
1823,10479.0,58100.0,2,28230,16.3,72309
1824,8392.0,53226.0,38,27636,10.7,251318
1825,8678.0,46682.0,9,24760,9.8,1550904
1826,9287.0,53641.0,5,26531,10.7,1364709
1827,7790.0,24890.0,11,23754,8.0,37811
1828,8236.0,52500.0,3,21669,10.0,214436
1829,7707.0,24366.0,124,28651,9.5,19329
1830,8559.0,47095.0,38,23562,10.2,66304
1831,9116.0,60970.0,6,24296,11.1,340946
1832,11124.0,56434.0,20,35151,12.1,234163
1833,7795.0,24524.0,106,28540,9.3,57327
1834,7558.0,23165.0,117,24350,9.3,496507
1835,10037.0,59368.0,34,26675,11.9,46022
1836,7302.0,23320.0,76,24571,8.6,378276
1837,7816.0,32600.0,47,23351,9.1,178971
1838,7305.0,24796.0,37,21668,8.1,50876
1839,7548.0,24257.0,106,27118,9.1,95381
1840,8683.0,57082.0,8,24850,10.6,1793232
1841,7756.0,24494.0,105,27281,9.3,98006
1842,8074.0,49157.0,10,24256,9.8,346855
1843,7562.0,24166.0,67,24363,8.6,11615
1844,9696.0,56837.0,11,24860,11.1,114362
1845,8863.0,52228.0,29,26779,10.7,140954
1846,8233.0,24664.0,5,29956,8.3,38032
1847,8390.0,57980.0,22,25877,10.7,128965
1848,9300.0,53435.0,35,25160,11.9,31064
1849,9203.0,42818.0,16,29330,10.1,761218
1850,9643.0,59017.0,3,26240,12.5,187448
1851,8849.0,54756.0,19,23914,14.7,206249
1852,8898.0,33335.0,5,27104,9.2,189141
1853,7408.0,24188.0,94,26245,8.9,221643
1854,8226.0,25418.0,149,26125,10.9,97135
1855,8521.0,69885.0,4,21799,11.3,682602
1856,10150.0,50936.0,6,31180,10.9,194770
1857,9322.0,49838.0,18,26493,10.6,83016
1858,9420.0,50498.0,62,30851,11.3,139166
1859,8732.0,54329.0,14,26511,10.6,103607
1860,8002.0,23518.0,20,30108,8.3,20784
1861,9455.0,61095.0,25,26304,15.8,238123
1862,9220.0,56201.0,28,24604,11.1,49125
1863,9500.0,53194.0,,27068,14.9,28666
1864,9951.0,62437.0,4,24542,11.7,2516239
1865,12653.0,63032.0,1,24842,18.5,674756
1866,13007.0,51599.0,12,28197,18.3,160109
1867,9953.0,24450.0,,27847,14.6,9952
1868,10741.0,24319.0,30,36392,15.9,16998
1869,10046.0,25373.0,4,27039,13.7,17029
1870,13458.0,50954.0,18,29523,18.9,162697
1871,11995.0,57874.0,18,27651,19.1,314867
1872,10316.0,21651.0,75,25076,14.7,70187
1873,11452.0,45104.0,14,25088,16.4,93214
1874,12634.0,53853.0,3,28075,17.9,933903
1875,13130.0,51773.0,17,27868,18.5,203983
1876,12283.0,41285.0,26,31868,17.2,206538
1877,13988.0,48690.0,13,33251,19.0,610177
1878,13359.0,48741.0,47,28967,19.0,220555
1879,13076.0,47548.0,22,28170,19.3,111598
1880,9495.0,21443.0,70,25481,13.9,131354
1881,11636.0,61063.0,9,26415,18.8,244616
1882,14339.0,60524.0,2,30640,20.1,194698
1883,11982.0,39582.0,99,28788,17.7,233585
1884,12762.0,53477.0,43,27360,18.6,216325
1885,11467.0,46793.0,8,28590,16.6,280490
1886,11927.0,52009.0,7,25755,17.1,419649
1887,10454.0,48016.0,32,26111,16.9,49433
1888,12244.0,53147.0,3,27821,17.5,514169
1889,13493.0,63088.0,3,29812,20.9,61363
1890,12726.0,43429.0,59,31383,18.2,153800
1891,12400.0,57822.0,17,25668,18.1,872208
1892,13321.0,66113.0,3,22485,19.3,10822656
1893,11521.0,42199.0,12,25765,16.3,55566
1894,14205.0,56186.0,5,28491,19.7,166043
1895,13831.0,63176.0,7,29284,19.8,96113
1896,13083.0,50763.0,4,31887,18.3,73558
1897,13103.0,58601.0,4,25837,18.7,166032
1898,12379.0,52229.0,5,27524,17.6,521071
1899,11125.0,46319.0,,23780,17.2,87000
1900,11762.0,49879.0,1,26691,16.9,60150
1901,13107.0,47056.0,8,23535,17.9,78886
1902,10335.0,24380.0,12,26507,15.1,24029
1903,12459.0,49623.0,5,30132,17.7,68740
1904,12808.0,62892.0,1,25223,18.6,1172209
1905,14536.0,59727.0,3,31528,20.3,222497
1906,12986.0,57429.0,3,25561,18.5,106239
1907,10709.0,24200.0,28,30038,14.7,15404
1908,10571.0,22842.0,59,27941,14.8,88161
1909,11901.0,44109.0,24,28106,17.0,273664
1910,10235.0,25336.0,12,28758,14.1,25347
1911,12247.0,41753.0,16,31966,17.0,150662
1912,11931.0,47901.0,7,28590,17.0,206776
1913,12688.0,46488.0,13,29716,17.7,117661
1914,14339.0,62001.0,10,33268,20.3,170943
1915,11559.0,48608.0,3,25848,17.8,238089
1916,10557.0,28169.0,31,28918,14.8,33437
1917,11458.0,54707.0,4,27836,18.2,104875
1918,11750.0,40278.0,29,24613,16.6,250026
1919,12452.0,55203.0,2,23707,17.8,5450156
1920,12207.0,58982.0,2,27005,17.9,816653
1921,10903.0,26392.0,,34265,14.7,21641
1922,10363.0,24002.0,13,29487,14.1,11024
1923,12179.0,51876.0,12,25153,17.5,829504
1924,12357.0,47187.0,11,29976,17.4,192571
1925,12139.0,52287.0,7,29830,18.7,140925
1926,13315.0,55343.0,14,29248,18.9,85648
1927,12255.0,50496.0,6,26653,17.4,174225
1928,13520.0,56281.0,6,26642,19.0,124279
1929,13041.0,54728.0,11,28582,18.5,343358
1930,12194.0,45678.0,7,26548,17.1,76973
1931,12721.0,42594.0,25,30611,19.1,77155
1932,13372.0,62326.0,6,29572,19.3,234577
1933,13668.0,53798.0,21,30690,19.2,164627
1934,11792.0,42435.0,8,26797,16.5,717150
1935,14495.0,60094.0,8,30823,20.4,127720
1936,12061.0,57100.0,3,26384,17.6,280112
1937,12160.0,50514.0,8,26302,17.3,236253
1938,11293.0,40962.0,10,25049,15.9,35182
1939,13134.0,52523.0,8,31054,18.4,338970
1940,14900.0,63695.0,3,28718,20.8,14328960
1941,13096.0,42414.0,30,32773,18.0,473768
1942,11516.0,56677.0,5,24870,17.2,819990
1943,13448.0,48617.0,11,31069,18.5,364896
1944,11558.0,43391.0,54,26937,18.2,171902
1945,11384.0,44423.0,11,26399,16.2,86832
1946,10040.0,24339.0,39,27678,15.3,19468
1947,13827.0,57221.0,49,30673,20.1,78031
1948,13875.0,52237.0,5,28061,19.1,156270
1949,9879.0,24667.0,10,26160,13.7,22379
1950,12589.0,47738.0,13,24321,17.5,127125
1951,12310.0,54049.0,2,25820,17.7,113841
1952,13574.0,49700.0,14,31642,18.7,413562
1953,11987.0,52263.0,23,28009,17.6,174378
1954,13744.0,58669.0,3,28958,19.4,110546
1955,9829.0,24503.0,,23614,13.3,20537
1956,12873.0,50547.0,12,27559,18.1,335105
1957,8395.0,44038.0,27,28864,10.0,466643
1958,10114.0,33560.0,0,20443,11.7,25542846
1959,9134.0,55652.0,19,30302,11.1,2094241
1960,7717.0,39552.0,17,28427,9.0,865044
1961,6466.0,24920.0,16,20884,8.7,28125
1962,6497.0,25286.0,3,24486,7.4,41705
1963,8242.0,43406.0,9,29485,9.6,367267
1964,7802.0,47880.0,9,28106,9.7,135547
1965,7627.0,23090.0,13,22573,9.6,88048
1966,8628.0,44159.0,23,30922,10.1,716642
1967,5969.0,28964.0,17,23115,7.7,113184
1968,8383.0,23320.0,3,26476,9.8,708280
1969,7597.0,43097.0,20,25560,9.3,84768
1970,6035.0,24585.0,70,24228,8.1,20241
1971,7699.0,46897.0,33,23330,9.9,6560250
1972,6226.0,24205.0,60,24860,8.1,185883
1973,6887.0,26057.0,545,22379,14.0,1616347
1974,7094.0,22458.0,520,20659,13.6,1677875
1975,6900.0,23041.0,589,25870,14.4,1611955
1976,6144.0,21473.0,694,21011,15.2,894028
1977,6769.0,22649.0,534,22819,13.7,2127023
1978,7694.0,39421.0,375,27264,13.2,8017207
1979,7337.0,33614.0,421,26858,13.2,2760006
1980,7577.0,27461.0,529,29488,14.3,6379164
1981,6737.0,30269.0,504,25571,13.7,2189327
1982,6703.0,22689.0,561,24789,13.9,952882
1983,9522.0,54190.0,134,18435,13.0,5151215
1984,10355.0,76042.0,108,22214,14.2,18264490
1985,11239.0,63509.0,134,23601,14.8,13065293
1986,10713.0,67343.0,124,19523,14.6,10049338
1987,9230.0,45813.0,98,15984,11.9,3819820
1988,9233.0,46747.0,316,19454,14.6,2515905
1989,8675.0,67738.0,162,15883,13.7,13850370
1990,11532.0,60155.0,194,24202,15.5,4787936
1991,7226.0,58404.0,129,12040,11.7,9464850
1992,11442.0,44018.0,379,31553,16.8,2944568
1993,10442.0,67218.0,146,21231,14.7,7224304
1994,9904.0,71350.0,89,21936,13.8,14108485
1995,11576.0,73120.0,103,24152,15.2,13740258
1996,11324.0,65029.0,227,27074,16.2,10253604
1997,10284.0,60437.0,95,21050,13.4,11938910
1998,9154.0,69412.0,126,19318,13.5,8476948
1999,9723.0,38229.0,393,23092,15.4,1351075
2000,11976.0,73811.0,109,26622,15.6,5975703
2001,9772.0,26171.0,489,28360,16.0,3371941
2002,9767.0,73311.0,156,20012,14.7,10396246
2003,9959.0,44629.0,362,25412,15.6,2280547
2004,12123.0,39076.0,0,21649,13.5,11071272
2005,9254.0,25498.0,2,22270,10.5,102255
2006,9857.0,37964.0,1,22731,12.2,1131741
2007,11240.0,34470.0,4,24094,12.5,400433
2008,11266.0,35519.0,13,23456,12.8,402338
2009,9825.0,37865.0,0,21252,14.1,872809
2010,9941.0,35740.0,,22996,11.9,55897
2011,10085.0,39257.0,0,23922,12.9,1026403
2012,9866.0,37650.0,0,23828,11.9,619833
2013,8016.0,26574.0,6,22146,10.0,91865
2014,9172.0,25755.0,,25388,10.5,21219
2015,10279.0,37000.0,3,22711,12.1,115220
2016,10084.0,39045.0,1,22440,14.4,1090798
2017,9911.0,36130.0,2,19660,11.8,642360
2018,14363.0,45822.0,1,31708,15.6,493098
2019,8913.0,34670.0,0,21149,10.9,455798
2020,9514.0,26491.0,,22335,10.8,114302
2021,10022.0,37991.0,,22583,12.0,1237437
2022,9328.0,36717.0,0,21265,13.5,238878
2023,11722.0,35590.0,1,25255,12.9,914095
2024,9390.0,33792.0,0,22886,13.4,349011
2025,13283.0,37938.0,1,26540,14.1,1873547
2026,11797.0,35977.0,1,25426,11.1,1970790
2027,10021.0,30885.0,6,21843,11.5,596568
2028,11981.0,36076.0,1,23746,13.2,2706128
2029,10023.0,34030.0,1,19829,11.5,341554
2030,9959.0,29521.0,2,21852,11.3,318326
2031,10613.0,31996.0,1,21071,11.9,736354
2032,12222.0,33470.0,2,26090,13.2,302639
2033,11154.0,41807.0,,24658,13.1,99051
2034,12263.0,36768.0,1,27664,13.4,1283256
2035,7253.0,60046.0,127,18261,10.4,6376491
2036,7815.0,56151.0,85,18613,9.8,939148
2037,5245.0,35475.0,280,8680,9.9,16582895
2038,7375.0,59080.0,129,18635,10.5,3684425
2039,7673.0,56750.0,92,19622,9.9,1633184
2040,7618.0,50916.0,179,20057,10.6,1450351
2041,7898.0,65505.0,33,18474,9.8,2605094
2042,7799.0,69471.0,61,19464,10.4,1528995
2043,6800.0,23524.0,381,21274,11.0,1066856
2044,6270.0,14406.0,432,20758,10.8,1495438
2045,6870.0,19356.0,475,20940,12.0,1309763
2046,7357.0,49713.0,180,19970,10.5,836780
2047,6653.0,18416.0,436,18243,11.3,1071305
2048,7147.0,25481.0,467,23991,12.4,5350174
2049,8186.0,77359.0,16,18243,10.5,17184090
2050,6279.0,12825.0,466,18098,11.2,835505
2051,5908.0,12165.0,510,18504,11.5,1027611
2052,6995.0,44627.0,269,18356,11.1,1059848
2053,8295.0,54308.0,150,23687,10.7,1122868
2054,6521.0,15311.0,501,19862,11.9,1141651
2055,6158.0,14384.0,395,14565,10.2,270171
2056,7094.0,45203.0,277,19960,11.3,1275175
2057,6932.0,42466.0,200,18465,10.0,2228138
2058,5892.0,46574.0,199,9029,9.9,32327808
2059,6766.0,16207.0,412,20018,10.9,606165
2060,8053.0,47598.0,150,24237,10.2,1138210
2061,7482.0,42599.0,265,21817,11.2,1209815
2062,8337.0,70310.0,33,19811,10.3,13293214
2063,6968.0,42271.0,306,20075,11.4,1095687
2064,8677.0,36119.0,442,23419,17.4,27566505
2065,4683.0,30520.0,261,6101,,
2066,7952.0,65429.0,79,19573,10.4,4000989
2067,7308.0,54672.0,192,19058,10.9,4318282
2068,7910.0,69951.0,49,19230,10.4,8423295
2069,8160.0,54515.0,110,22426,10.2,1852792
2070,7935.0,42073.0,306,23537,11.7,6121983
2071,7755.0,44805.0,214,22675,10.7,760913
2072,7618.0,43469.0,172,20858,10.0,2280818
2073,6765.0,24647.0,391,19690,11.3,1189756
2074,7612.0,14351.0,521,29398,12.6,2038743
2075,6451.0,46210.0,212,11955,10.3,32290559
2076,7111.0,42792.0,279,20684,11.2,3014846
2077,8475.0,60347.0,102,17830,11.0,7437771
2078,9810.0,75412.0,24,24473,11.0,5029870
2079,7852.0,48438.0,195,22830,10.7,3918433
2080,7819.0,68006.0,111,19944,11.0,3147826
2081,6767.0,13940.0,469,21301,11.5,644199
2082,7270.0,34083.0,239,22222,10.1,374137
2083,7499.0,48456.0,160,20900,10.2,574844
2084,7716.0,53830.0,105,20465,9.9,1880752
2085,8374.0,29168.0,488,25371,17.3,30840665
2086,6414.0,13398.0,475,17624,11.3,1917341
2087,7386.0,31342.0,324,23972,11.1,980842
2088,6809.0,47917.0,113,17095,9.2,1489190
2089,6613.0,21999.0,459,21502,11.8,3456520
2090,7035.0,41167.0,257,18572,10.7,1458478
2091,7045.0,26615.0,380,21670,11.3,1185285
2092,8458.0,50210.0,164,24222,10.7,1858620
2093,7381.0,37503.0,357,20310,12.2,17773207
2094,8008.0,53866.0,123,23238,10.3,756117
2095,7386.0,37470.0,183,19084,9.7,527877
2096,11740.0,38379.0,41,23244,12.5,2653579
2097,10507.0,23808.0,166,26821,12.4,679351
2098,10595.0,22545.0,364,20919,14.8,304067
2099,11283.0,27165.0,140,22153,12.8,457954
2100,10233.0,22199.0,422,21781,15.3,607644
2101,10610.0,22640.0,374,18329,16.3,700970
2102,11628.0,28174.0,60,20870,12.1,982923
2103,11323.0,24616.0,148,20096,12.8,396003
2104,11641.0,25947.0,65,20674,12.0,598624
2105,11364.0,24175.0,44,19067,11.4,2143781
2106,9867.0,29158.0,223,21614,14.6,4316341
2107,10237.0,27088.0,191,23265,12.8,1533650
2108,12237.0,35823.0,66,24724,13.0,2848114
2109,10305.0,27170.0,191,24664,12.8,1540255
2110,12947.0,25033.0,152,29480,14.0,147905
2111,10923.0,24194.0,49,20132,11.3,1634386
2112,11474.0,25639.0,134,24895,12.7,333504
2113,10726.0,30328.0,92,23589,12.1,2908625
2114,11742.0,28154.0,80,26344,12.4,771797
2115,10398.0,23843.0,154,20413,14.0,617076
2116,11063.0,25313.0,125,19602,12.4,274518
2117,10367.0,24074.0,111,20579,13.5,235507
2118,11577.0,31816.0,108,23056,12.9,1919342
2119,11741.0,24959.0,84,21051,12.3,1020118
2120,11069.0,26413.0,42,21317,11.4,1714172
2121,11553.0,30660.0,41,19932,12.0,5362224
2122,12878.0,25301.0,88,26521,13.1,537499
2123,11032.0,24416.0,35,16762,11.2,1103469
2124,10943.0,28393.0,141,23774,12.6,2526213
2125,11497.0,26732.0,153,26391,13.1,732082
2126,11691.0,25379.0,37,22081,11.7,814142
2127,10989.0,35875.0,38,19883,11.9,4249023
2128,11500.0,35294.0,42,18544,12.2,1875730
2129,10564.0,32371.0,133,21649,12.7,6461711
2130,11607.0,25340.0,65,24709,11.9,856441
2131,12000.0,37576.0,54,23168,12.8,3742441
2132,12018.0,25030.0,141,26120,13.2,215302
2133,10248.0,23120.0,315,19283,15.8,224645
2134,11488.0,31223.0,51,24710,12.1,779400
2135,12044.0,26085.0,66,22670,12.2,263072
2136,11511.0,38695.0,51,21461,12.6,8865710
2137,10856.0,30783.0,108,18604,12.4,1141249
2138,11761.0,28337.0,35,23289,11.8,1454156
2139,9428.0,22922.0,326,21871,15.3,1338129
2140,10454.0,32234.0,122,22297,12.9,1983988
2141,10812.0,26904.0,149,19877,12.7,398499
2142,12088.0,26735.0,40,22510,12.0,433543
2143,11484.0,25882.0,68,18117,12.0,120760
2144,11901.0,33360.0,90,24426,13.0,2485639
2145,9514.0,23640.0,154,19916,13.2,750334
2146,11623.0,27251.0,37,24495,11.7,2027076
2147,11984.0,24700.0,87,23906,12.4,215909
2148,11746.0,29708.0,36,23398,12.0,1117210
2149,11339.0,29745.0,49,20676,11.8,1234977
2150,11628.0,27751.0,96,27416,12.5,1326703
2151,10019.0,24021.0,123,18373,13.1,853221
2152,10358.0,22512.0,412,23076,17.1,486983
2153,11261.0,25478.0,105,20932,12.3,476740
2154,12947.0,39588.0,18,21460,13.1,14619389
2155,10282.0,22078.0,459,22135,17.0,366276
2156,10787.0,24451.0,167,22027,12.6,543824
2157,11679.0,26449.0,73,22799,12.3,1557332
2158,11622.0,32141.0,36,22266,12.0,2121358
2159,11020.0,26888.0,27,19984,11.3,3429260
2160,10786.0,24603.0,158,19690,12.6,436905
2161,11032.0,25467.0,25,20832,11.1,2607403
2162,11226.0,33458.0,21,21232,11.7,2274481
2163,11689.0,24568.0,70,20139,12.0,251191
2164,10951.0,24596.0,153,19202,12.7,606380
2165,12147.0,24841.0,34,23396,11.8,764911
2166,11176.0,24675.0,128,20541,12.4,253455
2167,11700.0,30972.0,82,26129,12.6,709328
2168,10767.0,29029.0,28,19444,11.2,2486110
2169,10445.0,27032.0,150,23671,12.5,428142
2170,11419.0,29224.0,97,25465,12.5,2243436
2171,11235.0,29892.0,79,19987,12.2,847596
2172,11260.0,28231.0,44,20920,11.6,2193678
2173,11040.0,33996.0,103,23702,12.6,1811622
2174,11603.0,33224.0,100,23968,12.9,2238448
2175,10679.0,27233.0,155,22163,12.6,1237159
2176,11962.0,26781.0,69,22882,12.3,1061352
2177,11432.0,29520.0,57,20469,12.0,610139
2178,11327.0,26705.0,191,24641,13.4,1285012
2179,10571.0,24302.0,156,28147,12.4,893289
2180,9704.0,23360.0,241,24362,12.8,1534068
2181,9716.0,24108.0,177,18687,13.8,332136
2182,10579.0,30052.0,120,22065,12.4,736970
2183,10620.0,24392.0,112,18471,11.8,75188
2184,13742.0,34451.0,50,28625,13.7,3131262
2185,10939.0,31042.0,106,19970,12.4,834613
2186,12639.0,36974.0,13,23625,12.8,13588956
2187,10931.0,24406.0,162,20209,12.7,313324
2188,11264.0,25141.0,108,20100,12.3,261649
2189,9050.0,22978.0,285,19692,13.0,836552
2190,10964.0,28376.0,46,21107,11.5,2079051
2191,10257.0,23444.0,217,25294,12.9,1306483
2192,11571.0,35863.0,44,20872,12.3,1348825
2193,10559.0,23434.0,204,27464,12.9,785911
2194,10088.0,22068.0,495,21486,16.1,458071
2195,9924.0,30202.0,72,24271,14.7,59697
2196,10256.0,39229.0,73,26682,15.7,281226
2197,10007.0,24394.0,116,23411,14.9,137488
2198,9397.0,24513.0,,30983,12.8,14197
2199,9654.0,18676.0,117,23680,14.3,207433
2200,12432.0,51672.0,9,28693,17.7,90111
2201,10311.0,29715.0,56,26402,14.9,66581
2202,11687.0,61126.0,4,25566,17.5,1521053
2203,9948.0,40062.0,36,23271,14.8,2603167
2204,11311.0,37251.0,103,24696,16.9,133640
2205,10053.0,17562.0,174,25896,15.3,125610
2206,9849.0,19496.0,136,23202,14.4,55696
2207,10791.0,32747.0,49,25830,15.4,75952
2208,11461.0,53659.0,49,24138,17.4,71123
2209,10735.0,23336.0,236,26370,17.1,110329
2210,11906.0,47290.0,54,26470,17.4,96794
2211,12743.0,60673.0,18,26657,18.7,53893
2212,9904.0,44007.0,29,23180,14.9,1314038
2213,9831.0,19407.0,147,26039,14.9,68784
2214,9987.0,14198.0,253,25952,16.1,69316
2215,12580.0,59007.0,16,28183,18.5,77980
2216,11422.0,42031.0,97,27424,17.2,76514
2217,10278.0,12260.0,312,26387,16.9,50976
2218,10422.0,23882.0,25,29072,14.3,235001
2219,11944.0,59883.0,10,29335,17.7,606104
2220,10087.0,34671.0,31,23885,14.6,165033
2221,9759.0,16653.0,179,25256,15.1,101084
2222,11147.0,24073.0,21,37285,15.0,35157
2223,11105.0,31459.0,143,27314,16.8,216192
2224,9021.0,17020.0,203,25454,14.8,95415
2225,10399.0,47793.0,39,23941,15.8,286107
2226,10396.0,14753.0,242,29592,16.3,135657
2227,10128.0,23795.0,40,28311,14.2,67380
2228,10343.0,31986.0,113,27671,15.7,384757
2229,9160.0,21357.0,94,22734,13.6,233631
2230,10691.0,16961.0,195,30625,16.2,109548
2231,9975.0,19482.0,135,27281,15.0,40025
2232,9899.0,25470.0,28,23209,13.7,61900
2233,11374.0,46325.0,4,29299,16.2,13442
2234,11357.0,54563.0,3,25875,16.7,515315
2235,10589.0,16163.0,217,27859,16.4,48928
2236,10712.0,52060.0,50,25570,16.6,491914
2237,9662.0,17491.0,158,25721,14.8,70256
