Population,State,County,electricity (kWh),Nat. Gas (cu.ft.),FUELOIL (gallons),Vehicle miles traveled, Transport (tCO2e/yr) , Housing (tCO2e/yr) , Food (tCO2e/yr) , Goods (tCO2e/yr) , Services (tCO2e/yr) , Total Household Carbon Footprint (tCO2e/yr) , Households , Total County Carbon Footprint (tCO2e/yr) 
4911,IL,CALHOUN ," 11,031 "," 35,282 ", 6 ," 26,799 ", 17.9 , 15.9 , 7.4 , 4.7 , 5.2 , 51.0 ,2584," 131,863 "
20454,IL,FAYETTE ," 11,625 "," 50,451 ", 5 ," 25,530 ", 17.0 , 17.5 , 7.3 , 4.5 , 4.9 , 51.1 ,8421," 430,722 "
12644,IL,WABASH ," 11,340 "," 44,225 ", 60 ," 25,035 ", 16.8 , 17.4 , 7.4 , 4.7 , 5.1 , 51.4 ,5633," 289,537 "
183739,IL,PEORIA ," 11,210 "," 65,979 ", 2 ," 22,159 ", 15.3 , 18.1 , 7.3 , 5.1 , 5.7 , 51.5 ,78315," 4,030,047 "
113269,IL,MACON ," 11,973 "," 63,142 ", 1 ," 22,604 ", 15.4 , 18.6 , 7.2 , 4.9 , 5.4 , 51.5 ,49678," 2,560,436 "
20994,IL,CRAWFORD ," 12,205 "," 53,251 ", 3 ," 24,886 ", 16.6 , 18.2 , 7.2 , 4.5 , 5.0 , 51.6 ,9038," 466,220 "
17891,IL,PIKE ," 11,907 "," 54,250 ", 3 ," 25,760 ", 17.1 , 18.0 , 7.3 , 4.4 , 4.8 , 51.6 ,8268," 426,888 "
31019,IL,MONTGOMERY ," 11,652 "," 55,112 ", 8 ," 25,739 ", 17.2 , 17.9 , 7.3 , 4.6 , 5.0 , 51.9 ,12705," 659,589 "
21937,IL,JO DAVIESS ," 11,464 "," 54,485 ", 37 ," 24,904 ", 16.9 , 17.2 , 7.2 , 5.0 , 5.6 , 51.9 ,11884," 617,080 "
250919,IL,SAINT CLAIR ," 11,867 "," 58,280 ", 5 ," 22,493 ", 15.4 , 18.2 , 7.8 , 5.0 , 5.5 , 52.0 ,102440," 5,326,709 "
50200,IL,STEPHENSON ," 11,364 "," 65,622 ", 19 ," 24,996 ", 17.0 , 17.1 , 7.3 , 5.1 , 5.7 , 52.2 ,22297," 1,163,277 "
102813,IL,KANKAKEE ," 11,572 "," 65,062 ", 4 ," 24,269 ", 16.6 , 16.9 , 7.8 , 5.2 , 5.7 , 52.2 ,40147," 2,097,005 "
6844,IL,SCHUYLER ," 11,372 "," 47,620 ", 16 ," 27,348 ", 18.2 , 17.2 , 7.1 , 4.7 , 5.2 , 52.4 ,3134," 164,358 "
17061,IL,CARROLL ," 11,855 "," 60,704 ", 27 ," 25,727 ", 17.3 , 17.8 , 7.3 , 4.8 , 5.4 , 52.6 ,8103," 426,040 "
17785,IL,CLARK ," 11,698 "," 48,222 ", 5 ," 26,834 ", 18.0 , 17.5 , 7.2 , 4.8 , 5.3 , 52.7 ,8152," 429,296 "
189021,IL,SANGAMON ," 11,985 "," 58,718 ", 0 ," 22,953 ", 16.0 , 18.4 , 7.1 , 5.3 , 6.0 , 52.8 ,85497," 4,515,714 "
38919,IL,FULTON ," 11,878 "," 63,516 ", 4 ," 25,979 ", 17.4 , 18.6 , 7.2 , 4.6 , 5.1 , 52.9 ,16540," 874,562 "
6531,IL,EDWARDS ," 12,460 "," 45,191 ", 9 ," 27,377 ", 18.1 , 18.0 , 7.3 , 4.5 , 4.9 , 52.9 ,2938," 155,441 "
17364,IL,WARREN ," 11,600 "," 62,386 ", 29 ," 25,305 ", 17.0 , 18.6 , 7.3 , 4.7 , 5.2 , 52.9 ,7205," 381,259 "
19245,IL,EDGAR ," 11,975 "," 57,960 ", 6 ," 26,294 ", 17.6 , 18.4 , 7.2 , 4.7 , 5.2 , 53.1 ,8410," 446,273 "
15012,IL,GREENE ," 11,883 "," 56,576 ", 10 ," 27,145 ", 18.0 , 18.3 , 7.5 , 4.5 , 4.9 , 53.1 ,6443," 342,258 "
62155,IL,WHITESIDE ," 11,847 "," 66,600 ", 6 ," 25,897 ", 17.5 , 17.4 , 7.5 , 5.1 , 5.6 , 53.1 ,25640," 1,362,346 "
7478,IL,HENDERSON ," 12,003 "," 55,463 ", 7 ," 26,841 ", 18.0 , 18.1 , 7.3 , 4.7 , 5.2 , 53.3 ,3773," 201,147 "
37458,IL,RANDOLPH ," 11,694 "," 43,877 ", 16 ," 27,189 ", 18.2 , 17.3 , 7.5 , 4.9 , 5.4 , 53.3 ,14776," 787,820 "
17922,IL,BOND ," 11,668 "," 45,372 ", 25 ," 26,788 ", 18.0 , 17.4 , 7.5 , 4.9 , 5.5 , 53.3 ,6730," 358,846 "
277880,IL,WINNEBAGO ," 11,667 "," 74,800 ", 4 ," 24,101 ", 16.6 , 17.7 , 7.6 , 5.4 , 6.0 , 53.4 ,114041," 6,087,120 "
9911,IL,CUMBERLAND ," 12,163 "," 43,666 ", 3 ," 27,481 ", 18.3 , 17.6 , 7.5 , 4.8 , 5.3 , 53.5 ,4522," 241,702 "
38001,IL,CHRISTIAN ," 12,168 "," 57,414 ", 3 ," 26,157 ", 17.6 , 18.4 , 7.3 , 4.8 , 5.3 , 53.5 ,16141," 862,858 "
262940,IL,MADISON ," 11,960 "," 56,605 ", 8 ," 24,439 ", 16.7 , 18.2 , 7.5 , 5.2 , 5.8 , 53.5 ,110584," 5,914,831 "
108459,IL,LA SALLE ," 11,688 "," 69,251 ", 9 ," 25,461 ", 17.3 , 18.2 , 7.5 , 5.0 , 5.6 , 53.6 ,45356," 2,430,600 "
36780,IL,LEE ," 11,709 "," 65,291 ", 15 ," 26,729 ", 18.1 , 17.3 , 7.5 , 5.1 , 5.7 , 53.7 ,14726," 790,628 "
30733,IL,LOGAN ," 12,118 "," 58,789 ", 9 ," 25,713 ", 17.4 , 18.6 , 7.2 , 5.0 , 5.5 , 53.7 ,11699," 628,254 "
14446,IL,CASS ," 12,153 "," 58,004 ", 4 ," 26,806 ", 17.9 , 18.5 , 7.6 , 4.7 , 5.2 , 53.9 ,6096," 328,295 "
94142,IL,DEKALB ," 11,274 "," 62,382 ", 11 ," 26,621 ", 18.2 , 16.6 , 7.7 , 5.4 , 6.1 , 53.9 ,35000," 1,887,868 "
9424,IL,JASPER ," 11,939 "," 43,705 ", 5 ," 29,226 ", 19.3 , 17.4 , 7.6 , 4.7 , 5.1 , 54.2 ,4033," 218,587 "
37148,IL,LIVINGSTON ," 11,998 "," 64,927 ", 10 ," 26,731 ", 18.1 , 17.8 , 7.6 , 5.1 , 5.7 , 54.3 ,14191," 770,261 "
19527,IL,SHELBY ," 12,189 "," 48,677 ", 8 ," 28,317 ", 18.9 , 18.0 , 7.6 , 4.8 , 5.3 , 54.6 ,8457," 461,428 "
51020,IL,MACOUPIN ," 12,192 "," 54,531 ", 5 ," 28,036 ", 18.7 , 18.3 , 7.5 , 4.9 , 5.4 , 54.8 ,21839," 1,196,750 "
36673,IL,EFFINGHAM ," 12,390 "," 47,035 ", 4 ," 27,056 ", 18.2 , 18.1 , 7.9 , 5.1 , 5.6 , 54.8 ,14900," 816,724 "
18751,IL,JERSEY ," 11,560 "," 44,958 ", 8 ," 28,531 ", 19.2 , 17.1 , 7.7 , 5.2 , 5.7 , 54.8 ,7773," 426,127 "
6509,IL,STARK ," 12,336 "," 59,289 ", 17 ," 27,785 ", 18.5 , 19.1 , 7.4 , 4.7 , 5.2 , 54.9 ,2810," 154,398 "
18373,IL,MASON ," 11,910 "," 52,920 ", 6 ," 28,770 ", 19.2 , 18.0 , 7.5 , 4.9 , 5.4 , 55.0 ,8008," 440,522 "
20604,IL,HANCOCK ," 12,319 "," 53,812 ", 14 ," 28,299 ", 18.9 , 18.6 , 7.4 , 4.9 , 5.4 , 55.1 ,9142," 503,916 "
14123,IL,FORD ," 12,192 "," 64,082 ", 14 ," 27,346 ", 18.4 , 19.1 , 7.4 , 4.9 , 5.5 , 55.2 ,6025," 332,495 "
151167,IL,MCLEAN ," 12,407 "," 64,487 ", 4 ," 24,313 ", 16.9 , 19.3 , 7.4 , 5.5 , 6.3 , 55.4 ,60283," 3,339,785 "
32375,IL,IROQUOIS ," 12,218 "," 58,937 ", 25 ," 28,062 ", 18.8 , 18.8 , 7.6 , 4.9 , 5.4 , 55.5 ,13765," 764,141 "
22392,IL,DOUGLAS ," 12,895 "," 56,913 ", 10 ," 26,436 ", 17.8 , 19.3 , 7.9 , 5.0 , 5.5 , 55.5 ,8900," 494,135 "
129931,IL,TAZEWELL ," 12,053 "," 66,639 ", 2 ," 25,927 ", 17.8 , 19.0 , 7.5 , 5.4 , 6.1 , 55.7 ,53542," 2,982,276 "
5064,IL,SCOTT ," 12,690 "," 53,022 ", 9 ," 29,348 ", 19.5 , 18.8 , 7.3 , 4.8 , 5.3 , 55.7 ,2209," 123,059 "
16768,IL,DEWITT ," 12,222 "," 60,591 ", 7 ," 27,989 ", 18.9 , 18.8 , 7.3 , 5.1 , 5.7 , 55.8 ,7261," 405,100 "
35112,IL,BUREAU ," 12,533 "," 69,837 ", 13 ," 26,969 ", 18.2 , 19.7 , 7.4 , 5.0 , 5.6 , 55.9 ,15185," 849,436 "
14211,IL,WASHINGTON ," 12,307 "," 43,628 ", 14 ," 29,710 ", 19.9 , 17.8 , 7.6 , 5.1 , 5.6 , 56.1 ,6016," 337,274 "
13595,IL,MOULTRIE ," 12,568 "," 53,867 ", 10 ," 28,331 ", 19.0 , 18.7 , 7.6 , 5.1 , 5.7 , 56.2 ,5638," 316,577 "
49809,IL,HENRY ," 12,736 "," 70,220 ", 8 ," 28,051 ", 18.9 , 19.4 , 7.5 , 5.1 , 5.6 , 56.5 ,20821," 1,176,025 "
49421,IL,OGLE ," 12,119 "," 64,042 ", 17 ," 29,233 ", 19.8 , 17.6 , 7.9 , 5.4 , 6.1 , 56.8 ,19650," 1,116,730 "
14157,IL,MARSHALL ," 12,865 "," 62,215 ", 10 ," 28,624 ", 19.3 , 19.3 , 7.5 , 5.2 , 5.8 , 57.1 ,6287," 358,867 "
17115,IL,MERCER ," 12,677 "," 60,512 ", 22 ," 30,610 ", 20.4 , 19.3 , 7.5 , 5.1 , 5.6 , 58.0 ,7244," 419,805 "
6192,IL,PUTNAM ," 13,260 "," 60,961 ", 16 ," 28,504 ", 19.3 , 20.0 , 7.6 , 5.4 , 6.1 , 58.3 ,2945," 171,774 "
29832,IL,CLINTON ," 12,859 "," 51,333 ", 3 ," 30,096 ", 20.4 , 18.7 , 8.0 , 5.6 , 6.2 , 58.9 ,11986," 705,413 "
12548,IL,MENARD ," 13,021 "," 54,665 ", 2 ," 30,388 ", 20.5 , 19.2 , 7.6 , 5.5 , 6.2 , 58.9 ,5305," 312,595 "
40840,IL,GRUNDY ," 12,377 "," 65,156 ", 3 ," 30,572 ", 20.9 , 17.7 , 7.9 , 5.9 , 6.7 , 59.2 ,16068," 950,522 "
15714,IL,PIATT ," 13,467 "," 62,834 ", 10 ," 29,976 ", 20.3 , 20.3 , 7.5 , 5.4 , 6.1 , 59.7 ,6519," 389,243 "
40802,IL,BOONE ," 12,958 "," 69,488 ", 12 ," 30,100 ", 20.5 , 18.6 , 8.5 , 6.0 , 6.7 , 60.3 ,15053," 907,899 "
411162,IL,KANE ," 13,362 "," 78,351 ", 2 ," 27,462 ", 19.2 , 19.5 , 9.0 , 6.5 , 7.4 , 61.5 ,158140," 9,723,596 "
26656,IL,MONROE ," 13,132 "," 43,070 ", 6 ," 32,698 ", 22.3 , 18.5 , 8.0 , 6.1 , 6.9 , 61.8 ,10349," 639,756 "
960950,IL,DUPAGE ," 13,163 "," 76,352 ", 1 ," 26,723 ", 19.2 , 19.2 , 8.3 , 7.0 , 8.2 , 61.9 ,399667," 24,746,042 "
30366,IL,WOODFORD ," 13,481 "," 64,069 ", 9 ," 31,803 ", 21.6 , 20.2 , 8.1 , 5.9 , 6.6 , 62.4 ,11360," 708,821 "
678822,IL,LAKE ," 13,655 "," 78,737 ", 1 ," 27,655 ", 19.9 , 19.8 , 8.7 , 7.3 , 8.5 , 64.1 ,238104," 15,272,978 "
468565,IL,WILL ," 14,290 "," 80,216 ", 1 ," 29,809 ", 20.8 , 20.4 , 8.9 , 6.7 , 7.7 , 64.5 ,206060," 13,296,014 "
265595,IL,MCHENRY ," 14,407 "," 76,270 ", 2 ," 30,411 ", 21.2 , 20.3 , 8.7 , 6.8 , 7.8 , 64.9 ,95752," 6,209,751 "
55603,IL,KENDALL ," 14,059 "," 74,295 ", 6 ," 32,361 ", 22.3 , 19.9 , 8.6 , 6.6 , 7.6 , 65.0 ,20030," 1,302,179 "
111823,IN,MONROE ," 10,336 "," 42,894 ", 6 ," 21,452 ", 14.6 , 14.3 , 6.8 , 4.5 , 5.0 , 45.2 ,50476," 2,280,583 "
103717,IN,VIGO ," 11,172 "," 49,734 ", 26 ," 21,725 ", 14.7 , 15.7 , 7.1 , 4.6 , 5.0 , 47.2 ,44514," 2,102,412 "
39508,IN,KNOX ," 11,900 "," 50,614 ", 10 ," 23,114 ", 15.5 , 16.2 , 7.1 , 4.4 , 4.9 , 48.1 ,17400," 837,564 "
868013,IN,MARION ," 11,276 "," 55,429 ", 5 ," 20,448 ", 14.3 , 16.0 , 7.2 , 5.1 , 5.7 , 48.3 ,392832," 18,985,332 "
148868,IN,TIPPECANOE ," 11,026 "," 50,037 ", 8 ," 22,547 ", 15.4 , 15.4 , 7.3 , 4.9 , 5.4 , 48.4 ,58324," 2,820,943 "
174974,IN,VANDERBURGH ," 12,281 "," 50,454 ", 1 ," 21,827 ", 15.0 , 16.4 , 7.0 , 4.9 , 5.4 , 48.7 ,77422," 3,771,583 "
117817,IN,DELAWARE ," 11,266 "," 55,360 ", 10 ," 23,137 ", 15.7 , 16.0 , 7.1 , 4.7 , 5.2 , 48.8 ,50633," 2,469,125 "
71601,IN,WAYNE ," 10,959 "," 48,431 ", 79 ," 23,253 ", 15.7 , 16.3 , 7.3 , 4.7 , 5.1 , 49.0 ,30696," 1,504,551 "
30643,IN,JEFFERSON ," 11,007 "," 35,234 ", 24 ," 25,136 ", 17.0 , 14.7 , 7.4 , 4.9 , 5.4 , 49.4 ,12979," 641,084 "
72678,IN,GRANT ," 11,399 "," 54,115 ", 16 ," 24,020 ", 16.2 , 16.2 , 7.3 , 4.8 , 5.3 , 49.8 ,30259," 1,507,503 "
18747,IN,ORANGE ," 11,517 "," 38,508 ", 26 ," 26,734 ", 17.7 , 15.3 , 7.5 , 4.5 , 4.9 , 50.0 ,8078," 404,018 "
47597,IN,LAWRENCE ," 11,461 "," 40,011 ", 11 ," 26,476 ", 17.7 , 15.2 , 7.4 , 4.8 , 5.3 , 50.3 ,21205," 1,066,344 "
16445,IN,VERMILLION ," 11,444 "," 46,244 ", 18 ," 26,394 ", 17.6 , 15.7 , 7.3 , 4.6 , 5.1 , 50.3 ,7250," 364,979 "
14130,IN,BLACKFORD ," 11,188 "," 46,515 ", 18 ," 26,809 ", 17.9 , 15.6 , 7.3 , 4.7 , 5.1 , 50.6 ,6143," 310,534 "
98135,IN,CLARK ," 11,675 "," 44,788 ", 13 ," 24,689 ", 16.8 , 15.7 , 7.4 , 5.1 , 5.6 , 50.6 ,41781," 2,113,704 "
32929,IN,GREENE ," 11,783 "," 43,480 ", 26 ," 27,267 ", 18.1 , 15.9 , 7.3 , 4.6 , 5.0 , 50.9 ,14978," 762,939 "
8486,IN,SWITZERLAND ," 11,161 "," 28,372 ", 57 ," 27,353 ", 18.3 , 14.7 , 7.8 , 4.9 , 5.3 , 51.0 ,4009," 204,305 "
11493,IN,CRAWFORD ," 11,497 "," 29,130 ", 41 ," 29,100 ", 19.2 , 14.9 , 7.7 , 4.7 , 5.1 , 51.5 ,5419," 278,862 "
33892,IN,STEUBEN ," 12,340 "," 49,210 ", 26 ," 23,206 ", 16.0 , 16.8 , 7.6 , 5.3 , 6.0 , 51.7 ,17726," 915,550 "
26606,IN,SCOTT ," 11,505 "," 34,473 ", 22 ," 28,510 ", 18.9 , 15.0 , 7.8 , 4.8 , 5.2 , 51.7 ,11249," 581,447 "
22021,IN,SULLIVAN ," 12,008 "," 43,699 ", 41 ," 27,408 ", 18.2 , 16.3 , 7.5 , 4.6 , 5.0 , 51.7 ,8903," 460,187 "
25715,IN,FAYETTE ," 11,455 "," 52,888 ", 41 ," 25,902 ", 17.5 , 16.4 , 7.4 , 4.9 , 5.5 , 51.7 ,11036," 570,768 "
132309,IN,MADISON ," 11,947 "," 61,097 ", 11 ," 24,788 ", 16.9 , 17.0 , 7.3 , 5.0 , 5.6 , 51.7 ,57029," 2,950,066 "
28103,IN,RANDOLPH ," 11,538 "," 47,604 ", 34 ," 27,569 ", 18.3 , 16.2 , 7.4 , 4.7 , 5.1 , 51.8 ,12063," 624,267 "
16389,IN,PARKE ," 12,193 "," 42,160 ", 22 ," 27,144 ", 18.2 , 16.1 , 7.5 , 4.8 , 5.3 , 51.8 ,7000," 362,603 "
43124,IN,JACKSON ," 11,421 "," 37,796 ", 27 ," 27,304 ", 18.4 , 15.2 , 7.6 , 5.0 , 5.6 , 51.8 ,17934," 929,493 "
27504,IN,DAVIESS ," 12,684 "," 46,431 ", 38 ," 25,587 ", 17.0 , 17.0 , 8.1 , 4.7 , 5.1 , 51.8 ,11073," 574,131 "
18041,IN,PERRY ," 12,583 "," 46,482 ", 5 ," 26,971 ", 18.0 , 16.5 , 7.4 , 4.8 , 5.2 , 51.9 ,7798," 404,461 "
86164,IN,HOWARD ," 12,357 "," 62,289 ", 5 ," 23,477 ", 16.2 , 17.4 , 7.2 , 5.2 , 5.9 , 52.0 ,38125," 1,981,975 "
12233,IN,MARTIN ," 12,046 "," 36,867 ", 35 ," 27,522 ", 18.4 , 15.7 , 7.7 , 4.9 , 5.4 , 52.1 ,5363," 279,412 "
26140,IN,JENNINGS ," 10,887 "," 27,933 ", 46 ," 28,930 ", 19.3 , 14.3 , 8.0 , 5.1 , 5.6 , 52.3 ,10854," 568,137 "
12377,IN,PIKE ," 12,041 "," 38,297 ", 27 ," 29,346 ", 19.4 , 15.7 , 7.4 , 4.7 , 5.2 , 52.5 ,5402," 283,458 "
21666,IN,OWEN ," 11,779 "," 32,330 ", 29 ," 29,115 ", 19.3 , 15.2 , 7.8 , 4.9 , 5.3 , 52.5 ,9626," 505,134 "
22643,IN,JAY ," 11,692 "," 47,570 ", 24 ," 27,784 ", 18.5 , 16.2 , 7.7 , 4.8 , 5.3 , 52.5 ,9448," 496,140 "
273864,IN,ST JOSEPH ," 12,660 "," 69,620 ", 6 ," 23,164 ", 15.9 , 18.2 , 7.6 , 5.2 , 5.8 , 52.6 ,110936," 5,836,893 "
19669,IN,FULTON ," 12,318 "," 51,510 ", 26 ," 26,489 ", 17.8 , 17.0 , 7.6 , 4.9 , 5.4 , 52.7 ,8676," 456,924 "
26573,IN,CLAY ," 11,874 "," 38,710 ", 50 ," 28,144 ", 18.8 , 16.0 , 7.7 , 4.9 , 5.3 , 52.7 ,11262," 593,228 "
37845,IN,MONTGOMERY ," 11,815 "," 45,656 ", 51 ," 26,371 ", 17.9 , 16.5 , 7.5 , 5.1 , 5.7 , 52.7 ,15753," 830,005 "
25609,IN,WASHINGTON ," 11,706 "," 31,966 ", 38 ," 29,402 ", 19.5 , 15.2 , 7.9 , 4.8 , 5.3 , 52.7 ,10442," 550,557 "
38906,IN,PUTNAM ," 11,609 "," 35,927 ", 48 ," 28,508 ", 19.1 , 15.6 , 7.7 , 5.0 , 5.5 , 52.7 ,14757," 778,253 "
487711,IN,LAKE ," 12,574 "," 71,606 ", 5 ," 22,568 ", 15.6 , 18.1 , 7.9 , 5.3 , 5.9 , 52.8 ,196137," 10,353,645 "
36419,IN,MIAMI ," 12,246 "," 56,195 ", 32 ," 25,745 ", 17.4 , 17.3 , 7.5 , 5.0 , 5.6 , 52.8 ,15585," 822,839 "
7397,IN,BROWN ," 11,842 "," 31,399 ", 33 ," 29,334 ", 19.7 , 15.2 , 7.1 , 5.1 , 5.8 , 53.1 ,3517," 186,608 "
32684,IN,GIBSON ," 12,730 "," 46,468 ", 16 ," 27,733 ", 18.6 , 16.7 , 7.5 , 4.9 , 5.4 , 53.1 ,14126," 750,430 "
14149,IN,PULASKI ," 12,341 "," 47,010 ", 23 ," 28,310 ", 18.8 , 16.7 , 7.8 , 4.8 , 5.2 , 53.3 ,6058," 322,748 "
27781,IN,WHITE ," 13,045 "," 57,964 ", 13 ," 25,199 ", 17.1 , 17.8 , 7.6 , 5.1 , 5.7 , 53.3 ,13749," 732,658 "
108511,IN,LA PORTE ," 12,871 "," 69,660 ", 8 ," 23,905 ", 16.4 , 18.3 , 7.6 , 5.2 , 5.8 , 53.3 ,44588," 2,376,684 "
68925,IN,FLOYD ," 12,111 "," 44,270 ", 14 ," 26,645 ", 18.2 , 16.2 , 7.6 , 5.4 , 6.0 , 53.3 ,28431," 1,516,219 "
40860,IN,CASS ," 12,637 "," 61,303 ", 19 ," 25,949 ", 17.5 , 17.8 , 7.6 , 5.0 , 5.5 , 53.4 ,16569," 884,992 "
35470,IN,WABASH ," 12,244 "," 53,945 ", 30 ," 27,041 ", 18.2 , 17.2 , 7.5 , 5.0 , 5.6 , 53.4 ,14229," 760,448 "
25401,IN,DECATUR ," 12,055 "," 41,612 ", 17 ," 28,316 ", 19.0 , 16.0 , 7.8 , 5.1 , 5.6 , 53.5 ,10304," 550,787 "
49446,IN,HENRY ," 12,196 "," 54,319 ", 32 ," 28,001 ", 18.8 , 17.1 , 7.4 , 4.9 , 5.5 , 53.7 ,20942," 1,125,003 "
330392,IN,ALLEN ," 12,795 "," 63,854 ", 7 ," 24,160 ", 16.7 , 18.0 , 7.7 , 5.4 , 6.1 , 53.9 ,138344," 7,450,329 "
70883,IN,BARTHOLOMEW ," 12,437 "," 49,850 ", 12 ," 26,826 ", 18.3 , 16.7 , 7.6 , 5.3 , 6.0 , 53.9 ,29654," 1,598,733 "
20851,IN,FOUNTAIN ," 12,223 "," 45,628 ", 31 ," 29,119 ", 19.4 , 16.6 , 7.6 , 4.9 , 5.4 , 54.0 ,8865," 478,820 "
17784,IN,RUSH ," 11,752 "," 45,857 ", 47 ," 29,334 ", 19.5 , 16.4 , 7.8 , 4.9 , 5.4 , 54.1 ,7123," 385,367 "
71389,IN,KOSCIUSKO ," 13,026 "," 57,886 ", 10 ," 25,444 ", 17.4 , 17.8 , 8.0 , 5.3 , 5.9 , 54.3 ,31247," 1,697,017 "
33251,IN,ADAMS ," 12,396 "," 47,675 ", 35 ," 27,322 ", 18.3 , 17.0 , 8.5 , 5.2 , 5.6 , 54.6 ,12313," 671,799 "
35070,IN,CLINTON ," 12,468 "," 53,382 ", 35 ," 27,627 ", 18.6 , 17.4 , 7.9 , 5.1 , 5.6 , 54.6 ,13697," 747,955 "
40497,IN,SHELBY ," 12,104 "," 44,489 ", 41 ," 28,472 ", 19.2 , 16.5 , 7.7 , 5.3 , 5.9 , 54.6 ,16529," 903,069 "
33259,IN,LAGRANGE ," 13,450 "," 46,960 ", 36 ," 23,981 ", 16.3 , 17.8 , 9.3 , 5.4 , 5.9 , 54.7 ,12392," 677,382 "
7369,IN,UNION ," 11,457 "," 25,712 ", 197 ," 29,961 ", 19.9 , 16.7 , 7.8 , 4.9 , 5.4 , 54.7 ,3038," 166,214 "
21964,IN,STARKE ," 13,129 "," 59,158 ", 11 ," 27,477 ", 18.4 , 17.9 , 8.0 , 5.0 , 5.4 , 54.7 ,9290," 508,273 "
39536,IN,HUNTINGTON ," 12,310 "," 51,742 ", 35 ," 27,832 ", 18.8 , 17.2 , 7.8 , 5.2 , 5.8 , 54.7 ,15766," 863,099 "
183979,IN,ELKHART ," 13,046 "," 65,616 ", 10 ," 24,665 ", 16.9 , 18.3 , 8.3 , 5.4 , 6.0 , 54.8 ,69865," 3,831,886 "
45814,IN,NOBLE ," 12,302 "," 46,867 ", 17 ," 28,066 ", 18.9 , 16.5 , 8.3 , 5.3 , 5.8 , 54.8 ,17976," 985,945 "
4755,IN,OHIO ," 12,289 "," 35,836 ", 69 ," 30,579 ", 20.5 , 16.4 , 7.6 , 5.2 , 5.8 , 55.4 ,2049," 113,598 "
5821,IN,WARREN ," 12,650 "," 41,560 ", 29 ," 30,674 ", 20.5 , 16.7 , 7.6 , 5.1 , 5.7 , 55.6 ,2427," 134,948 "
16172,IN,FRANKLIN ," 11,446 "," 29,579 ", 87 ," 32,154 ", 21.3 , 15.5 , 8.1 , 5.1 , 5.6 , 55.7 ,6553," 365,159 "
38687,IN,DE KALB ," 12,339 "," 53,613 ", 23 ," 29,183 ", 19.7 , 17.1 , 7.9 , 5.4 , 6.0 , 56.2 ,15534," 872,260 "
44982,IN,MARSHALL ," 13,496 "," 60,373 ", 19 ," 27,515 ", 18.6 , 18.5 , 8.1 , 5.3 , 5.8 , 56.2 ,18103," 1,016,616 "
39923,IN,DUBOIS ," 13,298 "," 43,997 ", 13 ," 29,463 ", 19.9 , 17.1 , 7.9 , 5.4 , 6.0 , 56.2 ,15674," 881,155 "
11516,IN,NEWTON ," 13,809 "," 56,478 ", 16 ," 29,069 ", 19.4 , 18.5 , 8.0 , 5.0 , 5.5 , 56.3 ,4678," 263,502 "
27094,IN,WELLS ," 12,546 "," 51,424 ", 39 ," 29,670 ", 20.0 , 17.4 , 7.8 , 5.3 , 5.9 , 56.5 ,10800," 609,863 "
24115,IN,POSEY ," 13,832 "," 46,656 ", 12 ," 29,693 ", 19.9 , 17.7 , 7.8 , 5.2 , 5.8 , 56.5 ,10067," 568,772 "
32968,IN,WHITLEY ," 12,684 "," 47,328 ", 19 ," 29,923 ", 20.2 , 17.0 , 7.8 , 5.5 , 6.2 , 56.6 ,13472," 763,137 "
35097,IN,HARRISON ," 12,214 "," 29,625 ", 27 ," 33,627 ", 22.4 , 15.4 , 7.9 , 5.4 , 6.0 , 57.1 ,13976," 798,483 "
10343,IN,BENTON ," 13,850 "," 55,639 ", 27 ," 30,228 ", 20.1 , 18.7 , 7.8 , 5.0 , 5.6 , 57.2 ,4208," 240,700 "
16378,IN,CARROLL ," 13,031 "," 48,737 ", 36 ," 30,610 ", 20.6 , 17.6 , 7.8 , 5.3 , 6.0 , 57.3 ,6535," 374,594 "
32030,IN,RIPLEY ," 12,816 "," 39,430 ", 42 ," 31,647 ", 21.2 , 16.8 , 8.1 , 5.4 , 6.0 , 57.5 ,12380," 711,698 "
20826,IN,SPENCER ," 14,426 "," 45,548 ", 6 ," 30,982 ", 20.7 , 18.1 , 7.9 , 5.2 , 5.8 , 57.7 ,8602," 495,908 "
73874,IN,MORGAN ," 12,500 "," 42,872 ", 30 ," 31,691 ", 21.3 , 16.6 , 8.1 , 5.6 , 6.2 , 57.9 ,28775," 1,664,901 "
15281,IN,TIPTON ," 12,776 "," 51,699 ", 37 ," 30,630 ", 20.8 , 17.6 , 7.6 , 5.7 , 6.4 , 58.0 ,6321," 366,909 "
120247,IN,JOHNSON ," 13,389 "," 56,171 ", 7 ," 28,772 ", 19.8 , 17.9 , 7.9 , 5.9 , 6.7 , 58.2 ,47605," 2,772,747 "
32928,IN,JASPER ," 13,337 "," 52,761 ", 11 ," 31,924 ", 21.4 , 17.8 , 8.2 , 5.4 , 6.0 , 58.8 ,12221," 718,039 "
140821,IN,PORTER ," 13,691 "," 67,894 ", 3 ," 28,346 ", 19.5 , 18.9 , 7.9 , 5.9 , 6.7 , 59.0 ,55380," 3,266,211 "
46864,IN,DEARBORN ," 12,766 "," 38,967 ", 58 ," 32,723 ", 22.0 , 16.9 , 8.1 , 5.7 , 6.4 , 59.2 ,18126," 1,073,699 "
52363,IN,WARRICK ," 14,535 "," 49,374 ", 6 ," 31,062 ", 21.1 , 18.5 , 8.0 , 5.8 , 6.5 , 59.9 ,20540," 1,229,892 "
