Population,State,County,electricity (kWh),Nat. Gas (cu.ft.),FUELOIL (gallons),Vehicle miles traveled, Transport (tCO2e/yr) , Housing (tCO2e/yr) , Food (tCO2e/yr) , Goods (tCO2e/yr) , Services (tCO2e/yr) , Total Household Carbon Footprint (tCO2e/yr) , Households , Total County Carbon Footprint (tCO2e/yr) 
20495,TX,TYLER ," 11,180 "," 24,542 ", 2 ," 23,771 ", 15.8 , 10.6 , 7.5 , 4.3 , 4.7 , 42.9 ,10258," 439,556 "
8268,TX,SAN AUGUSTINE ," 11,641 "," 28,236 ", 1 ," 22,267 ", 14.8 , 12.3 , 7.4 , 4.2 , 4.4 , 43.0 ,4731," 203,275 "
3703,TX,HALL ," 12,631 "," 43,885 ", 1 ," 20,778 ", 13.7 , 14.2 , 7.3 , 3.9 , 4.1 , 43.1 ,1923," 82,896 "
8029,TX,MCCULLOCH ," 11,266 "," 32,038 ", 0 ," 22,673 ", 15.0 , 12.3 , 7.4 , 4.1 , 4.4 , 43.1 ,4068," 175,521 "
1384,TX,MOTLEY ," 9,665 "," 26,002 ", -   ," 24,985 ", 16.5 , 10.8 , 7.1 , 4.2 , 4.5 , 43.2 ,805," 34,748 "
16104,TX,LLANO ," 10,695 "," 22,679 ", 2 ," 23,206 ", 15.7 , 11.3 , 6.5 , 4.6 , 5.1 , 43.2 ,10575," 456,867 "
16469,TX,NOLAN ," 10,872 "," 34,286 ", 1 ," 22,864 ", 15.1 , 12.2 , 7.4 , 4.2 , 4.4 , 43.3 ,7823," 338,592 "
61197,TX,WALKER ," 10,586 "," 25,093 ", 1 ," 23,025 ", 15.4 , 11.3 , 7.4 , 4.5 , 4.9 , 43.4 ,21614," 937,673 "
12150,TX,ZAPATA ," 12,610 "," 22,713 ", 1 ," 20,255 ", 13.3 , 12.3 , 9.3 , 4.3 , 4.3 , 43.4 ,6100," 264,698 "
60372,TX,NACOGDOCHES ," 10,957 "," 27,038 ", 0 ," 22,929 ", 15.2 , 11.9 , 7.5 , 4.3 , 4.6 , 43.5 ,25646," 1,114,347 "
5869,TX,LA SALLE ," 12,678 "," 27,332 ", -   ," 21,259 ", 13.8 , 12.8 , 8.7 , 4.0 , 4.1 , 43.5 ,2373," 103,130 "
3289,TX,KINNEY ," 12,070 "," 25,217 ", -   ," 22,061 ", 14.7 , 12.3 , 7.7 , 4.3 , 4.6 , 43.5 ,1807," 78,559 "
9145,TX,COLEMAN ," 11,560 "," 33,473 ", 0 ," 23,561 ", 15.5 , 12.6 , 7.0 , 4.0 , 4.3 , 43.5 ,5142," 223,613 "
24137,TX,HOUSTON ," 11,664 "," 27,382 ", 1 ," 22,496 ", 15.0 , 12.3 , 7.4 , 4.3 , 4.6 , 43.5 ,11192," 486,979 "
15519,TX,SAN JACINTO ," 11,533 "," 23,691 ", 0 ," 23,961 ", 15.9 , 10.8 , 7.6 , 4.4 , 4.8 , 43.5 ,8305," 361,639 "
18930,TX,EASTLAND ," 11,392 "," 32,395 ", 0 ," 23,211 ", 15.4 , 12.4 , 7.2 , 4.2 , 4.5 , 43.6 ,10009," 436,378 "
3805,TX,MASON ," 10,372 "," 23,745 ", -   ," 24,515 ", 16.3 , 11.1 , 6.9 , 4.4 , 4.8 , 43.6 ,2395," 104,433 "
9289,TX,STEPHENS ," 10,842 "," 31,401 ", -   ," 22,769 ", 15.2 , 12.0 , 7.4 , 4.4 , 4.7 , 43.6 ,4666," 203,658 "
3544,TX,COKE ," 11,453 "," 29,358 ", -   ," 23,374 ", 15.6 , 12.2 , 7.0 , 4.3 , 4.6 , 43.7 ,2301," 100,465 "
7742,TX,CHILDRESS ," 11,634 "," 41,021 ", -   ," 22,203 ", 14.8 , 13.1 , 7.1 , 4.2 , 4.5 , 43.7 ,3120," 136,305 "
1860,TX,COTTLE ," 12,341 "," 39,950 ", -   ," 23,018 ", 15.2 , 13.5 , 6.9 , 4.0 , 4.3 , 43.8 ,1053," 46,088 "
16594,TX,FALLS ," 12,176 "," 32,582 ", 1 ," 22,457 ", 14.8 , 13.0 , 7.6 , 4.1 , 4.3 , 43.8 ,6751," 295,884 "
250990,TX,JEFFERSON ," 12,316 "," 30,788 ", 0 ," 21,361 ", 14.5 , 11.7 , 7.7 , 4.7 , 5.2 , 43.8 ,101675," 4,457,406 "
12639,TX,NEWTON ," 11,538 "," 25,220 ", 2 ," 23,699 ", 15.6 , 11.7 , 7.7 , 4.3 , 4.5 , 43.9 ,6293," 276,145 "
770,TX,MCMULLEN ," 11,701 "," 22,115 ", 3 ," 23,230 ", 15.6 , 11.8 , 7.1 , 4.5 , 4.9 , 43.9 ,512," 22,472 "
43016,TX,KERR ," 10,566 "," 25,452 ", 1 ," 23,190 ", 15.7 , 11.5 , 7.0 , 4.6 , 5.1 , 43.9 ,20014," 878,570 "
152692,TX,BRAZOS ," 11,299 "," 26,016 ", 0 ," 22,390 ", 15.0 , 11.8 , 7.6 , 4.5 , 4.9 , 43.9 ,59232," 2,600,658 "
2903,TX,DICKENS ," 10,317 "," 30,530 ", 1 ," 23,039 ", 15.3 , 13.4 , 6.8 , 4.1 , 4.4 , 44.1 ,1707," 75,199 "
8650,TX,MARION ," 11,186 "," 26,723 ", -   ," 21,302 ", 14.1 , 14.4 , 7.2 , 4.1 , 4.4 , 44.1 ,4777," 210,893 "
37714,TX,BROWN ," 11,168 "," 29,564 ", 0 ," 23,482 ", 15.7 , 12.1 , 7.4 , 4.4 , 4.8 , 44.4 ,17900," 794,585 "
4043,TX,KNOX ," 13,240 "," 38,956 ", -   ," 22,052 ", 14.6 , 14.1 , 7.3 , 4.1 , 4.4 , 44.4 ,1978," 87,916 "
32046,TX,ERATH ," 10,431 "," 27,600 ", 0 ," 24,775 ", 16.4 , 11.4 , 7.4 , 4.4 , 4.7 , 44.5 ,14085," 626,079 "
14100,TX,DUVAL ," 13,377 "," 26,837 ", -   ," 22,255 ", 14.4 , 13.2 , 8.7 , 4.0 , 4.0 , 44.5 ,5861," 260,560 "
31949,TX,BEE ," 12,122 "," 26,120 ", 1 ," 22,432 ", 14.9 , 12.5 , 8.2 , 4.4 , 4.6 , 44.5 ,10743," 477,925 "
31519,TX,KLEBERG ," 12,992 "," 27,374 ", 0 ," 20,945 ", 14.0 , 13.1 , 8.3 , 4.4 , 4.7 , 44.5 ,12726," 566,143 "
1941,TX,JEFF DAVIS ," 11,218 "," 27,448 ", -   ," 24,092 ", 16.1 , 12.0 , 7.1 , 4.4 , 4.9 , 44.5 ,1222," 54,377 "
47175,TX,MAVERICK ," 12,184 "," 25,255 ", 1 ," 20,434 ", 13.1 , 12.3 , 10.8 , 4.2 , 4.0 , 44.5 ,14781," 657,759 "
2071,TX,EDWARDS ," 11,065 "," 25,947 ", -   ," 24,485 ", 16.0 , 11.8 , 8.1 , 4.2 , 4.4 , 44.5 ,1177," 52,389 "
123068,TX,ECTOR ," 11,005 "," 32,347 ", 1 ," 21,999 ", 14.7 , 12.1 , 8.2 , 4.6 , 4.9 , 44.5 ,50246," 2,238,009 "
9972,TX,DIMMIT ," 12,891 "," 26,424 ", -   ," 21,994 ", 14.2 , 12.9 , 9.2 , 4.1 , 4.1 , 44.6 ,3965," 176,665 "
3886,TX,DONLEY ," 11,148 "," 41,354 ", -   ," 23,871 ", 15.9 , 12.8 , 6.9 , 4.3 , 4.7 , 44.6 ,2405," 107,268 "
18734,TX,GONZALES ," 11,345 "," 26,289 ", 1 ," 23,694 ", 15.6 , 11.9 , 8.1 , 4.4 , 4.6 , 44.6 ,8262," 368,531 "
16438,TX,FRIO ," 11,959 "," 26,377 ", 1 ," 22,960 ", 15.0 , 12.3 , 8.9 , 4.2 , 4.3 , 44.6 ,5773," 257,567 "
12505,TX,MADISON ," 11,927 "," 27,424 ", 1 ," 23,288 ", 15.5 , 12.5 , 7.7 , 4.4 , 4.7 , 44.6 ,4558," 203,437 "
53597,TX,STARR ," 13,271 "," 24,286 ", 0 ," 20,684 ", 13.1 , 12.9 , 11.1 , 4.0 , 3.6 , 44.6 ,17589," 785,266 "
58,TX,LOVING ," 9,969 "," 23,548 ", -   ," 24,184 ", 16.6 , 10.9 , 6.7 , 4.9 , 5.6 , 44.6 ,53," 2,366 "
37924,TX,MATAGORDA ," 11,469 "," 27,484 ", 1 ," 22,289 ", 14.9 , 12.0 , 8.1 , 4.6 , 4.9 , 44.7 ,18741," 836,995 "
3141,TX,HUDSPETH ," 11,161 "," 27,439 ", -   ," 24,050 ", 15.4 , 11.9 , 9.4 , 4.0 , 3.9 , 44.7 ,1355," 60,527 "
103218,TX,TOM GREEN ," 10,909 "," 30,727 ", 0 ," 23,043 ", 15.5 , 11.9 , 7.6 , 4.6 , 5.0 , 44.7 ,43628," 1,950,689 "
25966,TX,SHELBY ," 11,559 "," 28,508 ", 1 ," 23,184 ", 15.4 , 12.5 , 7.8 , 4.4 , 4.7 , 44.7 ,12309," 550,392 "
34075,TX,HOWARD ," 11,693 "," 34,106 ", -   ," 22,707 ", 15.2 , 12.7 , 7.6 , 4.5 , 4.8 , 44.7 ,13827," 618,678 "
14953,TX,ROBERTSON ," 12,568 "," 29,170 ", 1 ," 22,863 ", 15.2 , 13.0 , 7.7 , 4.3 , 4.6 , 44.8 ,7259," 324,918 "
12946,TX,COMANCHE ," 11,217 "," 30,814 ", -   ," 24,643 ", 16.3 , 12.2 , 7.5 , 4.3 , 4.6 , 44.8 ,6435," 288,133 "
3799,TX,FISHER ," 11,843 "," 35,118 ", 1 ," 24,493 ", 16.1 , 12.9 , 7.1 , 4.1 , 4.4 , 44.8 ,2008," 89,940 "
747,TX,KENT ," 10,296 "," 24,865 ", -   ," 25,498 ", 17.0 , 11.2 , 7.1 , 4.5 , 5.0 , 44.8 ,440," 19,710 "
18516,TX,YOUNG ," 11,317 "," 32,491 ", 0 ," 24,029 ", 16.0 , 12.4 , 7.3 , 4.4 , 4.7 , 44.8 ,9272," 415,395 "
16702,TX,DE WITT ," 12,425 "," 27,433 ", 1 ," 23,693 ", 15.7 , 12.8 , 7.6 , 4.3 , 4.6 , 44.9 ,7323," 328,586 "
21417,TX,LIMESTONE ," 11,960 "," 29,902 ", 1 ," 23,653 ", 15.7 , 12.6 , 7.7 , 4.3 , 4.6 , 44.9 ,9428," 423,143 "
35831,TX,JASPER ," 11,565 "," 25,401 ", 0 ," 24,492 ", 16.3 , 11.7 , 7.7 , 4.5 , 4.8 , 45.0 ,16878," 759,381 "
17784,TX,LEON ," 11,748 "," 25,031 ", 1 ," 24,354 ", 16.2 , 12.2 , 7.4 , 4.4 , 4.8 , 45.0 ,9759," 439,218 "
16528,TX,SCURRY ," 10,892 "," 32,951 ", -   ," 23,903 ", 15.9 , 12.1 , 7.6 , 4.5 , 4.8 , 45.0 ,7247," 326,374 "
14511,TX,RED RIVER ," 11,285 "," 30,050 ", 1 ," 25,719 ", 16.9 , 12.2 , 7.3 , 4.2 , 4.5 , 45.0 ,6985," 314,585 "
12953,TX,REEVES ," 12,360 "," 39,262 ", -   ," 21,972 ", 14.3 , 13.5 , 8.8 , 4.2 , 4.2 , 45.0 ,4898," 220,634 "
5274,TX,JIM HOGG ," 12,902 "," 26,149 ", -   ," 22,753 ", 14.9 , 12.9 , 8.6 , 4.3 , 4.4 , 45.1 ,2291," 103,271 "
14639,TX,DAWSON ," 11,309 "," 40,464 ", -   ," 22,859 ", 15.1 , 13.0 , 8.1 , 4.3 , 4.6 , 45.1 ,5343," 240,855 "
10748,TX,WARD ," 11,861 "," 36,170 ", 0 ," 22,686 ", 15.1 , 12.9 , 8.0 , 4.4 , 4.7 , 45.1 ,4758," 214,640 "
41864,TX,CHEROKEE ," 11,909 "," 29,722 ", 0 ," 23,903 ", 15.8 , 12.6 , 7.9 , 4.3 , 4.6 , 45.2 ,17132," 773,734 "
6138,TX,SAN SABA ," 11,064 "," 28,613 ", -   ," 25,308 ", 16.8 , 11.9 , 7.4 , 4.4 , 4.8 , 45.2 ,2908," 131,459 "
16333,TX,KARNES ," 12,288 "," 28,140 ", 2 ," 23,869 ", 15.7 , 12.7 , 8.0 , 4.3 , 4.5 , 45.2 ,5910," 267,298 "
56985,TX,ANDERSON ," 11,211 "," 27,003 ", 1 ," 24,012 ", 16.0 , 12.0 , 7.8 , 4.6 , 4.9 , 45.2 ,19401," 877,532 "
26240,TX,UVALDE ," 11,739 "," 27,385 ", 0 ," 23,387 ", 15.3 , 12.3 , 8.9 , 4.4 , 4.5 , 45.4 ,10430," 473,891 "
14503,TX,WILBARGER ," 11,720 "," 41,501 ", 0 ," 23,759 ", 15.8 , 13.2 , 7.4 , 4.3 , 4.7 , 45.4 ,6305," 286,491 "
3893,TX,CROCKETT ," 11,453 "," 34,456 ", -   ," 23,987 ", 15.9 , 12.5 , 8.0 , 4.5 , 4.7 , 45.6 ,1816," 82,746 "
3069,TX,COLLINGSWORTH ," 12,694 "," 44,879 ", -   ," 23,899 ", 15.7 , 14.1 , 7.4 , 4.1 , 4.3 , 45.6 ,1608," 73,285 "
28795,TX,PALO PINTO ," 11,815 "," 31,912 ", -   ," 24,033 ", 16.0 , 12.6 , 7.6 , 4.5 , 4.8 , 45.6 ,13500," 615,266 "
134654,TX,TAYLOR ," 11,539 "," 33,908 ", 1 ," 23,180 ", 15.6 , 12.6 , 7.7 , 4.7 , 5.1 , 45.6 ,53573," 2,443,094 "
335184,TX,CAMERON ," 13,352 "," 24,461 ", 1 ," 20,515 ", 13.4 , 13.0 , 10.3 , 4.5 , 4.4 , 45.6 ,119638," 5,458,176 "
21656,TX,WALLER ," 11,544 "," 26,238 ", 2 ," 23,789 ", 15.9 , 12.1 , 8.2 , 4.7 , 5.0 , 45.8 ,7624," 349,110 "
23151,TX,LAVACA ," 13,009 "," 27,857 ", 2 ," 24,425 ", 16.2 , 13.2 , 7.4 , 4.3 , 4.7 , 45.8 ,11398," 522,265 "
48418,TX,LAMAR ," 11,315 "," 30,299 ", 1 ," 25,114 ", 16.7 , 12.3 , 7.5 , 4.5 , 4.9 , 46.0 ,21097," 969,438 "
1707,TX,FOARD ," 12,814 "," 39,875 ", -   ," 25,413 ", 16.7 , 13.8 , 7.1 , 4.1 , 4.3 , 46.0 ,921," 42,332 "
3885,TX,CONCHO ," 12,511 "," 31,666 ", 2 ," 24,621 ", 16.3 , 13.1 , 7.4 , 4.4 , 4.7 , 46.0 ,1426," 65,570 "
4898,TX,MILLS ," 12,106 "," 29,002 ", -   ," 25,472 ", 16.9 , 12.7 , 7.3 , 4.4 , 4.8 , 46.0 ,2543," 117,059 "
8477,TX,HAMILTON ," 11,870 "," 30,535 ", 1 ," 25,519 ", 17.0 , 12.6 , 7.2 , 4.4 , 4.8 , 46.0 ,4376," 201,441 "
8690,TX,FRANKLIN ," 11,743 "," 27,548 ", 3 ," 24,538 ", 16.4 , 12.8 , 7.5 , 4.5 , 4.9 , 46.0 ,4611," 212,280 "
44672,TX,VAL VERDE ," 11,705 "," 27,709 ", -   ," 23,378 ", 15.3 , 12.2 , 9.4 , 4.5 , 4.6 , 46.1 ,16105," 741,828 "
31356,TX,HOPKINS ," 11,024 "," 28,512 ", 2 ," 25,504 ", 16.9 , 11.9 , 7.7 , 4.6 , 4.9 , 46.1 ,13727," 632,565 "
1699,TX,THROCKMORTON ," 12,333 "," 33,453 ", -   ," 25,346 ", 16.8 , 13.1 , 7.2 , 4.3 , 4.6 , 46.1 ,951," 43,828 "
16534,TX,FREESTONE ," 11,644 "," 28,251 ", 3 ," 25,328 ", 16.9 , 12.3 , 7.4 , 4.5 , 4.9 , 46.1 ,7436," 342,711 "
569285,TX,HIDALGO ," 13,580 "," 24,426 ", 1 ," 20,426 ", 13.3 , 13.1 , 10.9 , 4.5 , 4.4 , 46.1 ,192584," 8,882,851 "
5327,TX,DELTA ," 12,214 "," 30,584 ", -   ," 25,566 ", 16.9 , 12.9 , 7.5 , 4.3 , 4.6 , 46.2 ,2410," 111,324 "
213540,TX,MCLENNAN ," 11,678 "," 30,018 ", 0 ," 24,086 ", 16.1 , 12.5 , 7.8 , 4.7 , 5.1 , 46.3 ,86051," 3,980,799 "
19461,TX,COLORADO ," 12,670 "," 28,120 ", 1 ," 24,117 ", 16.1 , 13.0 , 7.7 , 4.6 , 4.9 , 46.3 ,8928," 413,027 "
51169,TX,HENDERSON ," 11,169 "," 25,978 ", 1 ," 25,927 ", 17.3 , 11.8 , 7.6 , 4.6 , 5.0 , 46.4 ,23693," 1,098,721 "
4773,TX,HARDEMAN ," 12,300 "," 43,034 ", -   ," 25,183 ", 16.6 , 13.8 , 7.2 , 4.2 , 4.6 , 46.4 ,2381," 110,442 "
137058,TX,WICHITA ," 11,560 "," 36,554 ", 0 ," 24,072 ", 16.2 , 12.8 , 7.6 , 4.7 , 5.1 , 46.5 ,55523," 2,582,197 "
7377,TX,RAINS ," 11,188 "," 25,528 ", 3 ," 26,775 ", 17.7 , 11.8 , 7.5 , 4.5 , 4.9 , 46.5 ,3659," 170,264 "
7947,TX,REFUGIO ," 13,778 "," 28,356 ", 0 ," 23,924 ", 15.9 , 13.7 , 7.7 , 4.4 , 4.8 , 46.5 ,3798," 176,734 "
16106,TX,BURLESON ," 12,283 "," 26,120 ", 2 ," 25,121 ", 16.7 , 12.6 , 7.7 , 4.6 , 5.0 , 46.6 ,8012," 373,082 "
23218,TX,FAYETTE ," 12,260 "," 26,460 ", 1 ," 25,187 ", 16.9 , 12.7 , 7.3 , 4.7 , 5.1 , 46.6 ,11940," 556,622 "
242429,TX,LUBBOCK ," 10,323 "," 37,356 ", 0 ," 22,505 ", 15.1 , 14.3 , 7.6 , 4.6 , 5.0 , 46.6 ,100500," 4,685,501 "
9734,TX,LIVE OAK ," 13,285 "," 24,941 ", -   ," 24,241 ", 16.2 , 13.1 , 7.9 , 4.6 , 4.9 , 46.6 ,4080," 190,232 "
80386,TX,ANGELINA ," 11,843 "," 28,492 ", 0 ," 24,335 ", 16.3 , 12.5 , 8.1 , 4.7 , 5.1 , 46.6 ,32523," 1,516,924 "
12446,TX,RUNNELS ," 12,091 "," 34,556 ", 0 ," 25,724 ", 17.0 , 13.1 , 7.7 , 4.3 , 4.6 , 46.7 ,5788," 270,128 "
313118,TX,NUECES ," 13,172 "," 27,232 ", 0 ," 22,051 ", 14.9 , 13.2 , 8.5 , 4.9 , 5.3 , 46.8 ,122797," 5,741,735 "
44609,TX,NAVARRO ," 12,307 "," 31,879 ", 1 ," 24,767 ", 16.4 , 13.0 , 8.0 , 4.5 , 4.8 , 46.8 ,18156," 849,105 "
13960,TX,JONES ," 12,321 "," 35,522 ", 0 ," 25,499 ", 16.8 , 13.3 , 7.7 , 4.3 , 4.6 , 46.8 ,6286," 294,059 "
3340,TX,UPTON ," 12,812 "," 34,773 ", -   ," 24,431 ", 16.1 , 13.4 , 8.1 , 4.4 , 4.7 , 46.8 ,1556," 72,800 "
20163,TX,MONTAGUE ," 11,575 "," 32,235 ", 1 ," 26,769 ", 17.7 , 12.5 , 7.2 , 4.5 , 4.9 , 46.8 ,10340," 484,378 "
30249,TX,WASHINGTON ," 12,574 "," 26,878 ", 0 ," 24,241 ", 16.3 , 12.8 , 7.6 , 4.8 , 5.3 , 46.9 ,13194," 618,316 "
38714,TX,WOOD ," 11,318 "," 27,571 ", 1 ," 25,367 ", 16.9 , 13.3 , 7.4 , 4.5 , 4.9 , 46.9 ,18532," 868,808 "
254279,TX,BELL ," 11,145 "," 27,255 ", 1 ," 24,083 ", 16.2 , 11.9 , 8.4 , 5.0 , 5.4 , 46.9 ,94990," 4,457,146 "
20192,TX,WILLACY ," 14,707 "," 26,908 ", 0 ," 22,246 ", 14.3 , 14.1 , 10.3 , 4.2 , 4.1 , 46.9 ,6763," 317,446 "
4085,TX,SUTTON ," 11,055 "," 31,088 ", -   ," 25,277 ", 16.9 , 12.0 , 8.1 , 4.8 , 5.2 , 46.9 ,1987," 93,268 "
32360,TX,HILL ," 12,155 "," 28,503 ", 1 ," 25,934 ", 17.2 , 12.7 , 7.7 , 4.5 , 4.9 , 47.0 ,14693," 690,338 "
2847,TX,CULBERSON ," 13,459 "," 36,917 ", -   ," 24,385 ", 15.9 , 14.1 , 8.6 , 4.2 , 4.3 , 47.0 ,1217," 57,255 "
20765,TX,CALHOUN ," 13,042 "," 26,889 ", 3 ," 23,274 ", 15.7 , 13.1 , 8.3 , 4.9 , 5.2 , 47.1 ,10132," 477,475 "
25259,TX,GRIMES ," 12,153 "," 26,190 ", 2 ," 25,617 ", 17.0 , 12.5 , 8.1 , 4.6 , 5.0 , 47.1 ,10320," 486,542 "
5906,TX,GOLIAD ," 12,502 "," 24,260 ", 1 ," 26,256 ", 17.4 , 12.6 , 7.7 , 4.6 , 4.9 , 47.2 ,2924," 138,060 "
13887,TX,CHAMBERS ," 12,391 "," 25,195 ", 1 ," 26,147 ", 17.5 , 11.4 , 8.1 , 4.9 , 5.3 , 47.3 ,5813," 274,783 "
89035,TX,BOWIE ," 11,636 "," 32,941 ", 0 ," 23,728 ", 15.9 , 14.3 , 7.5 , 4.6 , 5.0 , 47.3 ,36353," 1,719,429 "
113445,TX,POTTER ," 10,570 "," 46,696 ", 0 ," 22,020 ", 14.7 , 15.2 , 8.1 , 4.5 , 4.8 , 47.3 ,80896," 3,826,344 "
7112,TX,WINKLER ," 12,824 "," 40,415 ", 0 ," 24,016 ", 15.9 , 13.9 , 8.2 , 4.5 , 4.8 , 47.3 ,3187," 150,769 "
24312,TX,MILAM ," 12,019 "," 28,648 ", 0 ," 26,094 ", 17.3 , 12.6 , 7.8 , 4.6 , 5.0 , 47.3 ,10921," 516,673 "
39902,TX,RUSK ," 12,183 "," 30,468 ", 1 ," 25,548 ", 17.0 , 13.3 , 7.7 , 4.5 , 4.9 , 47.4 ,16585," 785,584 "
1392404,TX,BEXAR ," 11,844 "," 30,139 ", 0 ," 22,857 ", 15.5 , 12.6 , 8.5 , 5.1 , 5.6 , 47.4 ,522062," 24,738,665 "
41039,TX,WHARTON ," 12,691 "," 28,093 ", 2 ," 24,942 ", 16.6 , 13.0 , 8.2 , 4.6 , 4.9 , 47.4 ,16499," 782,107 "
39618,TX,JIM WELLS ," 13,744 "," 27,010 ", 1 ," 23,998 ", 15.8 , 13.6 , 8.9 , 4.5 , 4.7 , 47.5 ,15612," 741,455 "
2869,TX,SCHLEICHER ," 12,449 "," 32,548 ", -   ," 26,748 ", 17.6 , 13.0 , 7.8 , 4.4 , 4.7 , 47.5 ,1319," 62,669 "
16809,TX,PECOS ," 12,104 "," 32,545 ", 0 ," 25,961 ", 17.0 , 12.8 , 8.6 , 4.4 , 4.6 , 47.5 ,6338," 301,232 "
238,TX,BORDEN ," 9,874 "," 24,053 ", -   ," 28,174 ", 18.7 , 10.9 , 8.1 , 4.7 , 5.2 , 47.6 ,111," 5,281 "
30943,TX,FANNIN ," 11,442 "," 30,654 ", 0 ," 27,206 ", 18.1 , 12.4 , 7.5 , 4.6 , 5.0 , 47.6 ,12760," 607,245 "
32696,TX,BURNET ," 11,621 "," 24,829 ", 0 ," 26,133 ", 17.6 , 12.1 , 7.5 , 5.0 , 5.5 , 47.6 ,15946," 759,488 "
12214,TX,CALLAHAN ," 11,853 "," 29,271 ", 0 ," 27,556 ", 18.2 , 12.5 , 7.5 , 4.5 , 4.9 , 47.6 ,5633," 268,320 "
87370,TX,ORANGE ," 12,652 "," 27,471 ", 1 ," 26,263 ", 17.6 , 11.7 , 8.0 , 4.9 , 5.4 , 47.6 ,35769," 1,704,311 "
31234,TX,CASS ," 11,508 "," 28,885 ", -   ," 25,038 ", 16.5 , 14.9 , 7.3 , 4.3 , 4.6 , 47.7 ,14598," 695,971 "
4646,TX,MARTIN ," 11,347 "," 31,743 ", -   ," 26,541 ", 17.5 , 12.3 , 8.5 , 4.6 , 4.8 , 47.7 ,1897," 90,490 "
176752,TX,SMITH ," 11,784 "," 31,010 ", 0 ," 25,002 ", 16.9 , 12.7 , 7.8 , 4.9 , 5.4 , 47.7 ,72642," 3,465,155 "
12550,TX,CAMP ," 11,234 "," 28,206 ", -   ," 23,917 ", 15.9 , 14.6 , 7.9 , 4.5 , 4.8 , 47.7 ,5669," 270,440 "
2820,TX,SHACKELFORD ," 13,223 "," 35,815 ", -   ," 26,484 ", 17.5 , 13.9 , 7.4 , 4.3 , 4.7 , 47.7 ,1405," 67,053 "
8278,TX,JACK ," 11,845 "," 33,717 ", 1 ," 26,892 ", 17.8 , 12.8 , 7.5 , 4.6 , 5.0 , 47.7 ,3424," 163,485 "
20969,TX,GILLESPIE ," 11,722 "," 27,116 ", 2 ," 26,965 ", 18.1 , 12.3 , 7.2 , 4.8 , 5.4 , 47.8 ,10118," 483,744 "
3812,TX,CRANE ," 12,586 "," 37,043 ", -   ," 24,342 ", 16.1 , 13.5 , 8.8 , 4.6 , 4.9 , 47.8 ,1511," 72,295 "
16999,TX,BANDERA ," 11,630 "," 23,046 ", 1 ," 26,595 ", 17.9 , 11.9 , 7.5 , 5.0 , 5.5 , 47.9 ,8990," 430,324 "
1763,TX,BRISCOE ," 11,694 "," 42,486 ", 2 ," 24,896 ", 16.5 , 15.1 , 7.4 , 4.3 , 4.6 , 47.9 ,982," 47,043 "
70083,TX,HUNT ," 11,380 "," 30,190 ", 0 ," 26,811 ", 17.9 , 12.3 , 7.8 , 4.8 , 5.2 , 48.0 ,29886," 1,433,278 "
114192,TX,MIDLAND ," 12,226 "," 32,951 ", 0 ," 23,835 ", 16.2 , 13.1 , 8.1 , 5.1 , 5.6 , 48.0 ,47350," 2,271,920 "
14118,TX,MORRIS ," 12,056 "," 32,394 ", -   ," 24,211 ", 16.0 , 15.6 , 7.4 , 4.3 , 4.6 , 48.0 ,6622," 317,904 "
192147,TX,WEBB ," 11,255 "," 27,656 ", 0 ," 23,584 ", 15.3 , 11.9 , 11.4 , 4.8 , 4.8 , 48.1 ,54722," 2,634,007 "
4956,TX,GARZA ," 10,977 "," 36,251 ", -   ," 25,170 ", 16.5 , 14.9 , 7.9 , 4.3 , 4.5 , 48.1 ,2002," 96,370 "
22774,TX,GRAY ," 10,908 "," 47,851 ", 0 ," 24,162 ", 16.1 , 15.6 , 7.2 , 4.4 , 4.8 , 48.2 ,10588," 510,524 "
18019,TX,BOSQUE ," 12,282 "," 28,106 ", 0 ," 27,477 ", 18.3 , 12.7 , 7.5 , 4.7 , 5.1 , 48.2 ,9059," 436,987 "
2265206,TX,DALLAS ," 11,427 "," 31,670 ", 0 ," 23,181 ", 16.0 , 12.3 , 8.3 , 5.5 , 6.1 , 48.3 ,934772," 45,134,494 "
12985,TX,ANDREWS ," 11,292 "," 33,208 ", -   ," 26,524 ", 17.6 , 12.4 , 8.4 , 4.8 , 5.1 , 48.3 ,5391," 260,436 "
679636,TX,EL PASO ," 12,619 "," 39,163 ", 0 ," 23,005 ", 15.2 , 13.7 , 9.7 , 4.8 , 4.9 , 48.4 ,224434," 10,853,925 "
48575,TX,HARDIN ," 12,294 "," 25,354 ", 1 ," 28,077 ", 18.7 , 11.4 , 8.0 , 4.9 , 5.4 , 48.4 ,20085," 972,096 "
113684,TX,GRAYSON ," 11,795 "," 32,810 ", 0 ," 26,762 ", 17.9 , 12.7 , 7.6 , 4.9 , 5.4 , 48.5 ,49561," 2,404,127 "
13742,TX,JACKSON ," 13,197 "," 27,731 ", 1 ," 25,983 ", 17.3 , 13.3 , 8.0 , 4.8 , 5.2 , 48.5 ,6067," 294,439 "
21903,TX,PANOLA ," 11,845 "," 28,975 ", 1 ," 24,900 ", 16.6 , 15.0 , 7.6 , 4.5 , 4.9 , 48.6 ,10118," 491,721 "
60484,TX,CORYELL ," 11,621 "," 28,556 ", 0 ," 26,707 ", 17.8 , 12.4 , 8.1 , 4.9 , 5.4 , 48.6 ,20250," 985,013 "
