Population,State,County,electricity (kWh),Nat. Gas (cu.ft.),FUELOIL (gallons),Vehicle miles traveled, Transport (tCO2e/yr) , Housing (tCO2e/yr) , Food (tCO2e/yr) , Goods (tCO2e/yr) , Services (tCO2e/yr) , Total Household Carbon Footprint (tCO2e/yr) , Households , Total County Carbon Footprint (tCO2e/yr) 
13593,FL,GILCHRIST ,10742,17058,16,22438,14.9,11,7.7,4.3,4.6,42.6,5639,240217
205724,MN,WASHINGTON ,14370,74543,16,28899,20.4,21.3,8.3,6.9,7.9,64.8,336337,21784567
32684,IN,GIBSON ,12730,46468,16,27733,18.6,16.7,7.5,4.9,5.4,53.1,14126,750430
6192,IL,PUTNAM ,13260,60961,16,28504,19.3,20,7.6,5.4,6.1,58.3,2945,171774
16480,GA,HART ,12016,30952,16,22378,15.1,13.9,7.3,4.5,4.9,45.7,8163,372958
6425,NE,HOWARD ,12247,41753,16,31966,21,17,7.7,4.6,5,55.3,2722,150662
72678,IN,GRANT ,11399,54115,16,24020,16.2,16.2,7.3,4.8,5.3,49.8,30259,1507503
16465,MO,SAINTE GENEVIEVE ,12459,31176,16,25901,17.5,17.1,7.9,5.1,5.5,53.1,7234,384468
66383,KY,PIKE ,12712,29504,16,22062,14.5,15.1,7.4,4,4.2,45.3,29867,1351565
921482,FL,PINELLAS ,10176,13928,16,17188,12.2,10.4,6.6,4.8,5.4,39.4,481573,18965794
540933,OH,MONTGOMERY ,10959,53593,16,20089,14.1,2.9,7.1,5.2,5.8,47.5,42079,1996932
48135,KY,BULLITT ,15277,38501,17,30581,20.5,17,8.2,5.4,6,57.2,18370,1050594
16827,IA,DELAWARE ,10972,50513,17,28239,18.8,16.4,7.9,4.9,5.3,53.4,7130,380544
5071,NV,MINERAL ,5969,28964,17,23115,15.6,7.7,6.8,4.5,4.9,39.5,2866,113184
38073,NE,DODGE ,12400,57822,17,25668,17.3,18.1,7.3,4.9,5.4,53,16448,872208
11849,IA,GUTHRIE ,11475,52836,17,27635,18.5,17,7.2,4.8,5.3,52.6,5633,296366
48031,WA,MASON ,10776,25452,17,25154,17.1,9.8,7.5,5,5.6,45,24683,1109606
45814,IN,NOBLE ,12302,46867,17,28066,18.9,16.5,8.3,5.3,5.8,54.8,17976,985945
103446,KY,HARDIN ,13469,34976,17,24652,16.6,15.4,8.1,4.9,5.4,50.4,41005,2066164
58804,MN,RICE ,11960,61339,17,25910,17.9,18.1,7.9,5.7,6.4,55.9,20865,1167155
45086,FL,GADSDEN ,11639,20165,17,20699,13.9,11.9,8.1,4.6,4.9,43.4,17702,767886
101292,TN,BLOUNT ,12783,33309,17,25925,17.5,14.8,7.3,4.9,5.4,49.9,45292,2259107
25401,IN,DECATUR ,12055,41612,17,28316,19,16,7.8,5.1,5.6,53.5,10304,550787
16702,TX,DE WITT ,12425,27433,17,23693,15.7,12.8,7.6,4.3,4.6,44.9,7323,328586
45203,NV,ELKO ,7717,39552,17,28427,19.3,9,8.6,5.7,6.3,48.9,17702,865044
7931,NE,BURT ,13130,51773,17,27868,18.5,18.5,7.3,4.6,5.1,54.1,3773,203983
5720,LA,SAINT HELENA ,12275,24866,17,20616,13.5,11.4,8.1,3.9,4,40.9,2873,117388
8585,IA,CLARKE ,10025,42338,17,27146,18,14.9,7.5,4.6,5.1,50.1,3693,185030
14599,IA,WRIGHT ,10533,55204,17,25352,17.1,16.3,7.1,4.8,5.3,50.5,6688,337898
172082,MI,MUSKEGON ,11289,71846,17,23720,16.1,18.2,7.8,4.9,5.4,52.4,69428,3638529
35773,GA,MURRAY ,11641,27447,17,26804,17.9,13.5,8.2,4.9,5.3,49.8,14044,699239
6297,TN,TROUSDALE ,13652,31195,17,26255,17.4,15.3,7.7,4.4,4.8,49.5,2665,132039
32938,KY,PERRY ,12292,28896,17,21520,14.1,15.2,7.6,3.9,4.1,44.9,14232,638495
49421,IL,OGLE ,12119,64042,17,29233,19.8,17.6,7.9,5.4,6.1,56.8,19650,1116730
55941,IN,HANCOCK ,14217,56959,17,32285,22,18.9,8,6.1,7,62,21402,1327061
6509,IL,STARK ,12336,59289,17,27785,18.5,19.1,7.4,4.7,5.2,54.9,2810,154398
16670,TN,FENTRESS ,13226,31980,17,24588,16.1,15,7.4,4,4.2,46.5,7610,354209
16445,IN,VERMILLION ,11444,46244,18,26394,17.6,15.7,7.3,4.6,5.1,50.3,7250,364979
13494,FL,DIXIE ,10313,17789,18,20166,13.4,10.8,7.4,4.1,4.4,40.1,7110,284870
54549,OH,SANDUSKY ,11398,57459,18,23902,16.3,16.5,7.7,5.1,5.6,51.2,22369,1146017
6727,NE,BOONE ,13458,50954,18,29523,19.4,18.9,7.5,4.5,4.8,55,2956,162697
12549,NE,BOX BUTTE ,11995,57874,18,27651,18.5,19.1,7.5,4.9,5.5,55.6,5667,314867
11375,KY,BATH ,13091,32544,18,24829,16.3,15,7.4,4.1,4.4,47.3,5166,244183
40732,UT,TOOELE ,12433,65604,18,30847,20.6,13.3,9.3,5.6,6.1,55,13807,759829
21525,GA,ELBERT ,12667,36094,18,23749,15.7,14.7,7.6,4.3,4.6,47,9455,444506
62035,OH,LAWRENCE ,10359,39289,18,21594,14.4,14.3,7.5,4.3,4.6,45.2,27061,1223166
31601,FL,LEVY ,11039,17410,18,21414,14.3,11.3,7.3,4.2,4.5,41.5,15281,634867
165428,WA,WHATCOM ,11287,39817,18,23510,16,10.9,7.6,5,5.6,45.1,71412,3222014
11875,KY,LESLIE ,11702,23900,18,22684,14.7,14.3,7.5,3.7,3.8,44,5251,231085
4958,MO,SCOTLAND ,12001,39285,18,24902,16.4,17.3,7.7,4.4,4.6,50.5,2287,115391
34243,MO,LACLEDE ,10783,23772,18,22582,15.1,15,7.6,4.4,4.7,46.8,15054,704324
79792,MI,MIDLAND ,11566,67337,18,26570,18.2,18.2,7.6,5.5,6.2,55.6,32884,1829987
2019,ND,GOLDEN VALLEY ,12743,60673,18,26657,17.6,18.7,7.2,4.3,4.7,52.4,1029,53893
106984,MI,BAY ,11131,73319,18,24295,16.5,18.1,7.4,4.9,5.5,52.4,45260,2370983
17082,IA,PAGE ,10633,54584,18,24287,16.4,16.4,7,4.6,5.1,49.6,7351,364260
14130,IN,BLACKFORD ,11188,46515,18,26809,17.9,15.6,7.3,4.7,5.1,50.6,6143,310534
7834,MO,DAVIESS ,11491,28364,18,23165,15.4,16.1,7.7,4.4,4.7,48.4,3705,179154
454722,OR,WASHINGTON ,11722,39432,18,24303,17.1,11.2,7.9,6,6.8,48.9,465213,22753974
424954,WI,DANE ,9756,59599,18,23541,16.5,15.6,7.1,5.6,6.4,51.2,179887,9215735
695228,NC,MECKLENBURG ,12947,39588,18,21460,15.3,13.1,7.5,5.9,6.7,48.6,300796,14619389
851229,OH,HAMILTON ,10957,55481,18,19501,13.8,15.9,7.2,5.2,5.9,48.1,381155,18325528
14252,VA,FALLS CHURCH CITY ,14129,59344,18,23313,17.4,15.3,7.4,7.4,8.8,56.3,42625,2400265
277890,MI,INGHAM ,10521,66059,18,22671,15.6,17,7.3,5.2,5.8,50.9,133927,6822566
11995,FL,JEFFERSON ,11674,18608,18,22752,15.3,12.1,7.6,4.6,4.9,44.5,4844,215401
3476,MT,SWEET GRASS ,9322,49838,18,26493,17.7,10.6,7.2,4.6,5,45,1843,83016
77661,ID,BANNOCK ,10181,51747,19,26351,17.6,11.3,8.2,4.9,5.3,47.3,29849,1411073
108795,OR,LINN ,11139,36097,19,26803,18,10.6,7.8,5,5.5,47,44491,2089153
10541,IA,PALO ALTO ,10616,53601,19,25668,17.1,16.3,7.1,4.5,5,50.1,4826,241880
32968,IN,WHITLEY ,12684,47328,19,29923,20.2,17,7.8,5.5,6.2,56.6,13472,763137
114150,OR,DESCHUTES ,10920,36235,19,25274,17.2,10.6,7.5,5.2,5.8,46.3,54127,2506777
39842,NV,DOUGLAS ,9134,55652,19,30302,20.8,11.1,7.6,5.9,6.7,52,40238,2094241
13799,KY,FLEMING ,12702,28638,19,24802,16.3,14.6,7.7,4.3,4.6,47.4,6131,290602
40860,IN,CASS ,12637,61303,19,25949,17.5,17.8,7.6,5,5.5,53.4,16569,884992
39186,VA,MANASSAS CITY ,13844,46725,19,27327,19.2,14.4,8.9,6.7,7.6,56.7,38936,2208260
5257,TN,CLAY ,11518,23276,19,24395,16,13.1,6.9,3.9,4.2,44,2624,115584
25053,WV,WYOMING ,12676,39786,19,22303,14.7,16.3,7.4,4,4.2,46.6,11407,531241
11131,KY,BUTLER ,13739,29249,19,26251,17.3,14.9,7.6,4.4,4.7,48.8,4795,233963
24615,KY,TAYLOR ,13624,37602,19,22836,15.2,15.7,7.3,4.2,4.6,47,10866,511136
206218,WA,THURSTON ,11313,35451,19,26469,18.2,10.8,7.5,5.5,6.2,48.2,86213,4155538
25928,KY,KNOX ,13031,35600,19,20122,13.1,15.1,7.6,3.7,3.7,43.2,11354,490023
23305,MI,CHEBOYGAN ,10712,59467,19,20872,14.2,16.8,7.2,4.6,5,47.7,14072,671357
44982,IN,MARSHALL ,13496,60373,19,27515,18.6,18.5,8.1,5.3,5.8,56.2,18103,1016616
14519,TN,MEIGS ,12882,24816,19,28242,18.7,14.3,7.7,4.6,5,50.2,6683,335637
50200,IL,STEPHENSON ,11364,65622,19,24996,17,17.1,7.3,5.1,5.7,52.2,22297,1163277
244821,MI,OTTAWA ,12861,71302,19,27946,19.2,19.7,8.4,5.9,6.7,59.9,89626,5372140
37558,WI,ONEIDA ,9457,56539,19,19975,13.8,15,7,4.8,5.3,45.9,27186,1246768
11262,MT,ROOSEVELT ,8849,54756,19,23914,15.6,14.7,8.8,4.2,4.3,47.5,4340,206249
153002,MI,MONROE ,12802,69913,19,29641,20.3,19.5,8.1,5.9,6.7,60.5,58488,3537103
55195,FL,COLUMBIA ,11265,18170,19,21079,14.2,11.6,7.7,4.4,4.8,42.7,22999,980991
11717,IA,CALHOUN ,11192,54942,20,25362,17,16.9,7,4.5,5,50.4,5469,275403
36284,FL,SUWANNEE ,10967,18727,20,21733,14.5,11.4,7.6,4.4,4.7,42.6,16612,707756
40507,WA,OKANOGAN ,10152,22148,20,24169,16,9.3,7.8,4.4,4.7,42.3,19409,820543
952,MT,TREASURE ,8002,23518,20,30108,19.7,8.3,7.3,4.4,4.8,44.5,467,20784
70467,GA,WALKER ,11694,31425,20,25044,16.7,13.9,7.6,4.6,5,47.7,29491,1407888
5422,NV,PERSHING ,7597,43097,20,25560,17.3,9.3,7.8,5,5.6,45,1885,84768
38799,TN,MONROE ,12602,27599,20,26272,17.4,14.3,7.5,4.4,4.7,48.3,17263,833869
8339,GA,JENKINS ,12384,29607,20,20859,13.7,14,7.9,4,4.2,43.8,3786,165821
7495,SD,CUSTER ,9491,23701,20,26802,17.9,14.2,7.2,4.7,5.2,49.2,3696,181965
4934,ID,BOISE ,9338,23838,20,25724,17.2,8.9,7.6,4.7,5.2,43.5,3258,141867
227392,OH,LAKE ,12301,63742,20,22978,16.1,17.8,7.5,5.6,6.4,53.3,93447,4984818
10304,MT,JEFFERSON ,11124,56434,20,35151,23.3,12.1,7.9,5.3,5.8,54.4,4307,234163
12581,KY,MORGAN ,11630,26264,20,23321,15.2,13.5,7.7,3.9,4,44.3,4826,213590
17112,GA,DAWSON ,13399,27907,20,31904,21.4,14.8,8,5.5,6.1,55.9,7267,405888
9880,TN,BLEDSOE ,13029,28421,20,26896,17.7,14.6,7.5,4.3,4.6,48.8,4010,195560
9752,ND,MCLEAN ,12171,51275,20,28274,18.7,17.5,7.3,4.6,5,53,5350,283638
16553,MI,KALKASKA ,9705,39245,20,21611,14.7,14.7,7.6,4.8,5.3,47.1,10668,502305
14420,KY,GARRARD ,13949,32787,20,27849,18.5,15.7,7.7,4.7,5.1,51.8,6238,323114
18770,CA,INYO ,5782,31406,21,24327,16.5,7.3,7,4.7,5.3,40.7,9422,383655
23014,KY,JOHNSON ,12666,31789,21,22466,14.8,15,7.5,4.1,4.3,45.7,10089,460715
13583,FL,UNION ,11033,18079,21,24121,16.1,11.4,8.3,4.8,5.1,45.7,3786,173061
32849,OH,HARDIN ,10994,48400,21,24332,16.4,15.7,7.6,4.7,5.2,49.5,13241,654846
14179,KY,LEWIS ,12495,28510,21,24665,16,14.3,7.7,3.9,4.1,46,6153,283241
18960,WI,VILAS ,9146,45060,21,16534,11.5,14,6.9,4.6,5,42,20953,880534
209068,MI,SAGINAW ,11338,70874,21,23880,16.2,18.2,7.7,5,5.5,52.6,85150,4477518
13643,ID,SHOSHONE ,9942,54445,21,23728,15.8,11.1,6.9,4.3,4.6,42.7,6732,287177
119099,NC,ORANGE ,11226,33458,21,21232,15,11.7,7,5.4,6.1,45.1,50452,2274481
2192,GA,TALIAFERRO ,11865,33410,21,20900,13.8,13.9,7.2,4,4.2,43.2,1122,48485
6969,NE,PIERCE ,13668,53798,21,30690,20.2,19.2,7.7,4.6,5,56.7,2903,164627
16369,SC,BAMBERG ,11922,30072,21,19230,12.7,11.9,7.6,4,4.2,40.4,6942,280395
1374,ND,OLIVER ,11147,24073,21,37285,24.5,15,7.5,5,5.5,57.4,613,35157
14755,GA,GREENE ,13354,33528,21,22928,15.5,15.2,7.8,4.7,5.1,48.3,6814,329027
4028,ID,CUSTER ,8672,22967,21,24395,16.3,8.6,7.1,4.5,4.9,41.4,2802,116002
7176,MT,POWELL ,8390,57980,22,25877,17.2,10.7,7.2,4.4,4.8,44.2,2918,128965
17735,WI,MARQUETTE ,9590,42501,22,22719,15.4,14.3,7.2,4.7,5.2,46.8,10390,486546
15568,KY,LAWRENCE ,12507,30820,22,23230,15.1,15.4,7.8,3.9,4,46.3,7017,324758
11114,IA,HUMBOLDT ,10838,51413,22,27500,18.5,16.5,7.2,4.9,5.5,52.6,4916,258392
10617,KY,METCALFE ,13470,29555,22,24924,16.3,15.1,7.4,4,4.2,47,4858,228181
10896,WI,ADAMS ,8456,36237,22,19585,13.3,12.7,6.9,4.3,4.7,42,8191,343860
16389,IN,PARKE ,12193,42160,22,27144,18.2,16.1,7.5,4.8,5.3,51.8,7000,362603
26606,IN,SCOTT ,11505,34473,22,28510,18.9,15,7.8,4.8,5.2,51.7,11249,581447
445486,FL,VOLUSIA ,10319,15015,22,19641,13.5,10.7,7.1,4.7,5.2,41.2,212671,8767737
16715,IA,FLOYD ,10761,58916,22,26883,17.9,16.8,7.2,4.7,5.1,51.8,7236,374598
16019,IA,BUTLER ,11464,54539,22,29961,19.9,17.2,7.3,4.8,5.3,54.5,6877,374578
59618,MN,SHERBURNE ,14370,61008,22,33494,22.8,20.4,8.9,6.4,7.2,65.6,21129,1387033
28007,WV,MINGO ,12345,32173,22,20369,13.4,15.5,7.5,3.9,4,44.3,12767,565435
85346,OR,YAMHILL ,10819,30579,22,28846,19.4,10.3,8.3,5.4,6,49.5,30457,1506601
12827,IA,CHEROKEE ,10773,55274,22,25975,17.4,16.6,7.1,4.6,5.1,50.9,5763,293111
46070,TN,JEFFERSON ,12523,28088,22,26270,17.5,14.3,7.5,4.6,5,48.9,19946,975634
4327,NE,CHASE ,13076,47548,22,28170,18.7,19.3,7.2,4.5,5,54.7,2041,111598
11134,IA,EMMET ,10386,61068,22,25394,17,16.6,7.1,4.5,5,50.1,4932,247085
17115,IL,MERCER ,12677,60512,22,30610,20.4,19.3,7.5,5.1,5.6,58,7244,419805
165866,MI,SAINT CLAIR ,12061,66858,22,27966,19,18.7,7.9,5.5,6.2,57.3,67765,3882966
27750,ID,MADISON ,10490,47359,22,27990,18.2,11.2,11,5,5,50.4,7707,388181
34118,MN,STEELE ,11967,66129,22,26378,18.1,18.5,7.7,5.5,6.1,55.9,13358,746156
1716,SD,BUFFALO ,9043,24842,22,15587,9.6,12.9,12,3.6,3.1,41.2,503,20714
151564,WI,ROCK ,10316,66120,22,24952,17.2,16.6,7.6,5.4,6.1,52.8,62212,3286839
13331,KY,MAGOFFIN ,12674,30662,22,23379,15.1,14.6,7.9,3.8,3.9,45.2,5443,245855
24117,OR,TILLAMOOK ,9697,22754,23,21114,14.4,9.1,7.1,4.6,5.1,40.3,15855,638474
93743,SC,ORANGEBURG ,12580,30252,23,20850,14,12.3,7.7,4.4,4.7,43.2,40628,1753961
27920,SD,BROOKINGS ,10088,43991,23,25074,16.8,15.1,7.1,4.7,5.1,48.9,11302,552518
6330,MO,ATCHISON ,12244,42101,23,23642,15.8,17.8,6.8,4.4,4.8,49.5,3044,150747
60837,MI,ISABELLA ,10283,52349,23,24041,16.1,15.9,7.7,4.6,5,49.4,23079,1139705
104121,WA,SKAGIT ,11595,39076,23,27237,18.4,11.2,7.8,5.2,5.8,48.5,43479,2108714
82267,ID,BONNEVILLE ,10522,48883,23,27689,18.6,11.5,8.5,5.3,5.8,49.8,30312,1510939
21025,SD,LINCOLN ,13727,53697,23,32735,22.1,19.3,8.2,5.8,6.6,62,59716,3700102
73242,TN,SEVIER ,12379,26505,23,24539,16.5,14.1,7.5,4.7,5.1,47.9,38081,1822836
8915,NE,WAYNE ,11987,52263,23,28009,18.5,17.6,7.4,4.4,4.8,52.7,3307,174378
4518,MN,LAKE OF THE WOODS ,9105,30884,23,21033,14.3,13.2,7,4.6,5.1,44.2,2959,130918
11291,SD,LAKE ,11006,49612,23,25595,17.1,16.4,7.3,4.6,5.1,50.5,5298,267805
38687,IN,DE KALB ,12339,53613,23,29183,19.7,17.1,7.9,5.4,6,56.2,15534,872260
7482,KY,LEE ,11663,28081,23,22388,14.5,13.6,7.2,3.6,3.7,42.7,3110,132847
27663,MI,IOSCO ,10000,58051,23,18653,12.8,16,6.9,4.4,4.8,44.9,20979,942475
11249,GA,WILKES ,12815,35334,23,21835,14.6,14.9,7.3,4.3,4.6,45.6,5606,255410
14149,MO,WAYNE ,10650,28300,23,20796,13.8,14.9,7,4,4.3,44,8329,366252
34886,NV,LYON ,8628,44159,23,30922,20.6,10.1,7.8,5,5.5,48.9,14642,716642
92609,WI,WALWORTH ,10712,65364,23,24559,16.9,16.6,7.7,5.4,6.1,52.7,43467,2291026
9843,ID,BOUNDARY ,10113,39933,24,30380,19.9,10.6,7.8,4.5,4.8,47.7,4075,194199
20551,WA,ASOTIN ,12395,50353,24,25296,16.9,12.8,7.3,4.6,5,46.6,9111,424457
286757,NY,ROCKLAND ,9810,75412,24,24473,17.6,11,9.2,7,8,53,94974,5029870
33737,MI,CLARE ,9503,43883,24,20160,13.6,14.6,7.4,4.4,4.7,44.6,23102,1030367
9787,GA,JASPER ,13734,29980,24,27959,18.7,15.2,8.1,5.1,5.6,52.6,4098,215758
11599,NE,HOLT ,11901,44109,24,28106,18.5,17,7.4,4.4,4.8,52.1,5252,273664
254845,OH,MAHONING ,10946,66943,24,19856,13.7,16.8,7.3,4.8,5.3,47.8,111317,5319737
51880,WV,OHIO ,13178,63134,24,18649,12.8,18.3,6.9,4.4,4.9,47.3,24093,1139009
158543,MI,JACKSON ,11723,67614,24,25272,17.3,18.4,7.7,5.3,6,54.7,63387,3465524
22807,GA,PICKENS ,13056,31102,24,26883,18.2,14.8,7.5,5.2,5.8,51.4,10974,564337
76024,OR,JOSEPHINE ,10285,29312,24,24808,16.5,9.8,7.2,4.4,4.8,42.8,33402,1430944
235670,MI,KALAMAZOO ,10984,66642,24,23594,16.2,17.5,7.3,5.2,5.8,52.1,97996,5102079
11098,IA,HANCOCK ,11207,57389,24,28515,19,17.2,7.4,4.8,5.3,53.7,4756,255493
7402,ID,CARIBOU ,11469,56700,24,28560,19,12.4,8.5,5,5.4,50.3,3235,162621
233291,WI,BROWN ,10111,65325,24,24880,17.2,16.3,7.6,5.5,6.3,52.9,92390,4891897
18618,TN,SEQUATCHIE ,13416,28798,24,28306,18.6,15,7.6,4.4,4.8,50.3,8062,405703
21153,MN,LE SUEUR ,12263,59783,24,26639,18.1,18.3,7.7,5.3,5.9,55.3,9207,509104
55640,MN,BLUE EARTH ,11047,57682,24,23190,15.8,16.9,7.4,5,5.5,50.6,27442,1388564
22643,IN,JAY ,11692,47570,24,27784,18.5,16.2,7.7,4.8,5.3,52.5,9448,496140
16064,IA,HARRISON ,11004,46045,24,30066,20,16.2,7.6,4.9,5.4,54.1,6704,362830
30643,IN,JEFFERSON ,11007,35234,24,25136,17,14.7,7.4,4.9,5.4,49.4,12979,641084
50787,TN,HAWKINS ,11994,29244,24,25927,17.2,14,7.3,4.4,4.8,47.7,23136,1104184
156744,TN,SULLIVAN ,11262,27603,25,24150,16.2,13.4,7.1,4.6,5.1,46.5,70680,3284051
32375,IL,IROQUOIS ,12218,58937,25,28062,18.8,18.8,7.6,4.9,5.4,55.5,13765,764141
24412,IA,BREMER ,11472,57338,25,28774,19.4,17.4,7.4,5.1,5.7,55.1,9745,536672
14484,TN,UNION ,12187,23726,25,25593,16.7,13.8,7.8,4.2,4.4,46.9,6374,298885
5052,KY,OWSLEY ,11147,24088,25,20368,13.1,12.9,7.6,3.5,3.5,40.7,2301,93562
152977,WI,WINNEBAGO ,10113,66943,25,24009,16.6,16.3,7.3,5.3,6,51.6,62853,3241039
20664,IA,HARDIN ,10966,55877,25,26629,17.8,16.9,7.1,4.7,5.2,51.8,9087,470384
701399,WA,PIERCE ,11091,35351,25,25779,17.7,10.8,7.9,5.5,6.1,48,277286,13298530
8789,GA,TWIGGS ,13817,30706,25,24676,16.4,15.1,8.1,4.5,4.8,48.9,3588,175523
20857,FL,BAKER ,11384,17602,25,26759,17.9,12.1,8.6,5.1,5.6,49.4,7533,371809
55904,OH,AUGLAIZE ,11710,51293,25,26301,17.9,16.5,7.9,5.4,6,53.7,55012,2956290
29000,OH,HENRY ,12156,53702,25,27482,18.6,17.1,7.9,5.3,5.8,54.7,11549,631236
150970,NC,ONSLOW ,11032,25467,25,20832,14.1,11.1,8.6,4.9,5.2,43.9,59406,2607403
19336,IA,POWESHIEK ,10076,45274,25,23957,16.3,15.3,7.1,4.8,5.4,48.9,8763,428251
22129,IA,CARROLL ,11097,53976,25,25825,17.4,16.9,7.4,4.9,5.4,52,9306,483921
94969,IN,HENDRICKS ,13386,51067,25,31475,21.5,17.9,8.1,6.1,7,60.7,35535,2155675
14749,ID,GEM ,10505,35422,25,29841,19.7,10.4,8.1,4.7,5.1,48,5731,275199
17922,IL,BOND ,11668,45372,25,26788,18,17.4,7.5,4.9,5.5,53.3,6730,358846
3013,NE,PERKINS ,12721,42594,25,30611,20.2,19.1,7.4,4.7,5.1,56.5,1365,77155
26948,MI,GLADWIN ,9900,43687,25,20945,14.2,15,7.3,4.5,4.9,45.9,16982,780161
7548,MT,VALLEY ,9455,61095,25,26304,17.4,15.8,7.2,4.4,4.8,49.6,4799,238123
17124,GA,UNION ,10754,25208,25,23177,15.6,12.8,7,4.5,4.9,44.7,10053,449298
10325,IA,GREENE ,10707,53762,25,26083,17.4,16.5,7.2,4.6,5.1,50.8,4608,234121
1071,CA,ALPINE ,5746,26728,25,21661,14.9,7.4,7.9,5.1,5.7,41,1002,41084
6242,ID,BEAR LAKE ,10599,52671,26,27635,18.2,11.7,8.5,4.6,4.9,47.8,3202,153215
18747,IN,ORANGE ,11517,38508,26,26734,17.7,15.3,7.5,4.5,4.9,50,8078,404018
72540,WV,RALEIGH ,12624,45212,26,21094,14.1,16.7,7.1,4.2,4.6,46.8,32809,1536045
940164,WI,MILWAUKEE ,9205,70347,26,17954,12.6,15.4,7.4,4.9,5.5,45.9,400093,18348214
33892,IN,STEUBEN ,12340,49210,26,23206,16,16.8,7.6,5.3,6,51.7,17726,915550
16859,SD,BEADLE ,10518,52902,26,22790,15.3,16.1,6.9,4.4,4.8,47.4,8163,387151
19669,IN,FULTON ,12318,51510,26,26489,17.8,17,7.6,4.9,5.4,52.7,8676,456924
31320,IA,SIOUX ,11882,55039,26,27292,18.4,17.7,8.1,5.2,5.7,55.1,11157,614333
69172,WA,GRAYS HARBOR ,9957,27021,26,23694,15.9,9.7,7.5,4.7,5.1,42.9,33886,1453323
103717,IN,VIGO ,11172,49734,26,21725,14.7,15.7,7.1,4.6,5,47.2,44514,2102412
9077,KY,WOLFE ,11811,27919,26,23619,15.3,13.7,7.4,3.7,3.8,44,4232,186277
32929,IN,GREENE ,11783,43480,26,27267,18.1,15.9,7.3,4.6,5,50.9,14978,762939
8425,NE,BUTLER ,12283,41285,26,31868,21,17.2,7.6,4.8,5.2,55.8,3702,206538
13746,KY,JACKSON ,11692,23797,26,23740,15.4,13.4,7.6,3.8,3.9,44,6168,271322
23614,IA,PLYMOUTH ,11733,53032,26,29019,19.5,17.5,7.8,5.1,5.7,55.5,9438,524125
2427,MO,WORTH ,11208,35670,26,24211,16,16.5,7,4.1,4.5,48.1,1269,60981
69315,SC,GREENWOOD ,11373,38736,26,22327,15.1,12.2,7.5,4.7,5.1,44.5,29655,1319488
10343,IN,BENTON ,13850,55639,27,30228,20.1,18.7,7.8,5,5.6,57.2,4208,240700
24927,FL,BRADFORD ,11550,18081,27,22343,15,11.9,7.9,4.6,5,44.3,9035,400567
118766,TN,WASHINGTON ,11291,27455,27,23801,16,13.4,7,4.6,5,46,53052,2441526
100051,OR,DOUGLAS ,10149,30334,27,26092,17.4,9.9,7.5,4.6,5,44.4,43020,1910417
37734,SC,COLLETON ,12850,28404,27,21685,14.5,12.4,7.9,4.4,4.7,43.9,18050,793285
12377,IN,PIKE ,12041,38297,27,29346,19.4,15.7,7.4,4.7,5.2,52.5,5402,283458
4082,IA,ADAMS ,10832,48335,27,26834,17.8,16.3,6.9,4.4,4.8,50.2,1943,97478
43124,IN,JACKSON ,11421,37796,27,27304,18.4,15.2,7.6,5,5.6,51.8,17934,929493
17061,IL,CARROLL ,11855,60704,27,25727,17.3,17.8,7.3,4.8,5.4,52.6,8103,426040
23936,NV,CHURCHILL ,8395,44038,27,28864,19.3,10,7.9,5.1,5.7,48.1,9709,466643
35097,IN,HARRISON ,12214,29625,27,33627,22.4,15.4,7.9,5.4,6,57.1,13976,798483
160857,NC,NEW HANOVER ,11020,26888,27,19984,14,11.3,6.9,5.1,5.7,43,79839,3429260
70496,OR,UMATILLA ,10813,36028,28,26526,17.7,10.6,8,4.9,5.3,46.5,27583,1282776
123274,VA,ALEXANDRIA CITY ,9513,40566,28,17543,13.2,11,6.2,6,7.1,43.5,130802,5693129
17581,MT,HILL ,9116,60970,28,24296,16.1,11.1,8,4.4,4.7,44.3,7689,340946
14826,GA,RABUN ,10682,25406,28,21893,14.8,12.8,7.1,4.6,5,44.4,9585,425324
22194,IA,BUCHANAN ,11275,51822,28,27282,18.3,16.9,7.9,4.9,5.4,53.4,9119,486507
66503,OH,MARION ,11540,58429,28,22001,15.1,16.8,7.5,4.9,5.4,49.8,26405,1313940
284503,PA,ERIE ,11277,70434,28,19645,13.6,13.8,7.6,4.9,5.4,45.2,116459,5259879
76003,WV,MONONGALIA ,12197,52962,28,19735,13.3,16.8,6.8,4.2,4.6,45.7,34608,1580364
22096,OR,JEFFERSON ,10479,27033,28,27132,18,9.8,8.6,4.9,5.2,46.6,9489,441987
150004,KY,KENTON ,13738,48350,28,23514,16.2,17.7,7.6,5.3,6,52.9,63085,3338153
4222,ND,SIOUX ,9899,25470,28,23209,14.9,13.7,11,4.4,4.3,48.4,1280,61900
16540,WI,SAWYER ,8375,32880,28,17615,12.2,12.7,7.2,4.5,5,41.6,13721,570506
12277,UT,MILLARD ,12345,55226,28,29017,19.1,12.8,9.6,5.1,5.4,52.1,4472,232810
2161,MT,WHEATLAND ,9220,56201,28,24604,16.2,11.1,6.7,4,4.3,42.3,1161,49125
634,NE,HAYES ,10709,24200,28,30038,19.5,14.7,7.6,4.2,4.5,50.5,305,15404
40468,OH,WILLIAMS ,11457,52842,28,25124,17.1,16.4,7.6,5.1,5.7,51.9,16625,862757
